order_item_id,order_id,product_id,quantity,unit_price,discount_pct
OI0000585,ORD0000381,P00153,1,2299,0
OI0000586,ORD0000382,P00518,3,599,0
OI0000587,ORD0000382,P00173,1,3699,0
OI0000588,ORD0000383,P00091,1,5779,15
OI0000589,ORD0000384,P00270,1,2039,15
OI0000590,ORD0000385,P00315,1,1299,0
OI0000591,ORD0000385,P00511,2,3999,0
OI0000592,ORD0000386,P00267,1,36799,0
OI0000593,ORD0000386,P00315,1,1299,0
OI0000594,ORD0000387,P00256,1,40799,0
OI0000595,ORD0000387,P00595,1,799,0
OI0000596,ORD0000388,P00309,1,1299,0
OI0000597,ORD0000389,P00320,1,1149,0
OI0000598,ORD0000389,P00580,2,799,0
OI0000599,ORD0000390,P00529,1,1199,0
OI0000600,ORD0000390,P00623,1,3999,0
OI0000601,ORD0000390,P00299,1,1049,0
OI0000602,ORD0000391,P00240,1,53299,0
OI0000603,ORD0000392,P00197,1,2209,15
OI0000604,ORD0000392,P00135,1,1402,15
OI0000605,ORD0000392,P00454,1,10114,15
OI0000606,ORD0000392,P00401,1,3314,15
OI0000607,ORD0000393,P00554,1,749,0
OI0000608,ORD0000394,P00437,1,1949,0
OI0000609,ORD0000395,P00627,1,2099,0
OI0000610,ORD0000396,P00255,1,14299,0
OI0000611,ORD0000397,P00242,1,9199,0
OI0000612,ORD0000397,P00365,1,1149,0
OI0000613,ORD0000397,P00496,1,1049,0
OI0000614,ORD0000398,P00340,1,1699,0
OI0000615,ORD0000399,P00036,1,4099,0
OI0000616,ORD0000399,P00181,1,4199,0
OI0000617,ORD0000399,P00256,1,40799,0
OI0000618,ORD0000400,P00365,1,977,15
OI0000619,ORD0000401,P00415,1,2039,15
OI0000620,ORD0000402,P00049,1,949,0
OI0000621,ORD0000403,P00381,1,949,0
OI0000622,ORD0000404,P00546,1,649,0
OI0000623,ORD0000405,P00486,1,637,15
OI0000624,ORD0000405,P00256,1,34679,15
OI0000625,ORD0000406,P00092,1,1949,0
OI0000626,ORD0000406,P00265,1,59299,0
OI0000627,ORD0000407,P00053,1,4899,0
OI0000628,ORD0000408,P00277,1,2199,0
OI0000629,ORD0000408,P00238,1,72699,0
OI0000630,ORD0000409,P00408,1,3899,0
OI0000631,ORD0000410,P00007,1,4999,0
OI0000632,ORD0000411,P00038,1,3699,0
OI0000633,ORD0000412,P00277,1,2199,0
OI0000634,ORD0000413,P00128,1,3059,15
OI0000635,ORD0000414,P00382,1,2804,15
OI0000636,ORD0000415,P00450,1,11099,0
OI0000637,ORD0000415,P00233,1,5999,0
OI0000638,ORD0000416,P00401,1,3899,0
OI0000639,ORD0000417,P00093,1,2099,0
OI0000640,ORD0000418,P00114,1,2499,0
OI0000641,ORD0000419,P00572,2,399,0
OI0000642,ORD0000420,P00007,1,4999,0
OI0000643,ORD0000421,P00527,3,949,0
OI0000644,ORD0000421,P00257,1,28299,0
OI0000645,ORD0000421,P00385,1,3199,0
OI0000646,ORD0000422,P00565,2,892,15
OI0000647,ORD0000423,P00358,1,3099,0
OI0000648,ORD0000423,P00279,1,1399,0
OI0000649,ORD0000423,P00268,1,16699,0
OI0000650,ORD0000424,P00263,1,32799,0
OI0000651,ORD0000424,P00007,1,4999,0
OI0000652,ORD0000425,P00544,1,1599,0
OI0000653,ORD0000426,P00598,1,649,0
OI0000654,ORD0000427,P00330,1,2399,0
OI0000655,ORD0000428,P00285,1,799,0
OI0000656,ORD0000429,P00432,1,1149,0
OI0000657,ORD0000430,P00147,1,1499,0
OI0000658,ORD0000431,P00047,1,3099,0
OI0000659,ORD0000431,P00007,1,4999,0
OI0000660,ORD0000432,P00197,1,2209,15
OI0000661,ORD0000433,P00144,1,3499,0
OI0000662,ORD0000434,P00173,1,3144,15
OI0000663,ORD0000435,P00278,1,2399,0
OI0000664,ORD0000435,P00431,1,2199,0
OI0000665,ORD0000435,P00053,1,4899,0
OI0000666,ORD0000436,P00132,1,6099,0
OI0000667,ORD0000436,P00622,1,2799,0
OI0000668,ORD0000437,P00437,1,1949,0
OI0000669,ORD0000438,P00510,1,5199,0
OI0000670,ORD0000439,P00242,1,7819,15
OI0000671,ORD0000439,P00189,1,2974,15
OI0000672,ORD0000440,P00533,2,2889,15
OI0000673,ORD0000441,P00605,1,2299,0
OI0000674,ORD0000441,P00132,1,6099,0
OI0000675,ORD0000442,P00032,1,1649,0
OI0000676,ORD0000443,P00603,1,1099,0
OI0000677,ORD0000443,P00214,1,30999,0
OI0000678,ORD0000444,P00214,1,30999,0
OI0000679,ORD0000444,P00251,1,15699,0
OI0000680,ORD0000444,P00422,1,6399,0
OI0000681,ORD0000445,P00567,3,3199,0
OI0000682,ORD0000446,P00051,1,1099,0
OI0000683,ORD0000446,P00146,1,2799,0
OI0000684,ORD0000447,P00493,1,2599,0
OI0000685,ORD0000448,P00231,1,118899,0
OI0000686,ORD0000449,P00611,1,1549,0
OI0000687,ORD0000449,P00212,1,118199,0
OI0000688,ORD0000449,P00111,1,1049,0
OI0000689,ORD0000450,P00276,1,1799,0
OI0000690,ORD0000450,P00488,3,1249,0
OI0000691,ORD0000451,P00561,1,499,0
OI0000692,ORD0000452,P00493,2,2209,15
OI0000693,ORD0000453,P00010,1,1999,0
OI0000694,ORD0000453,P00007,1,4999,0
OI0000695,ORD0000454,P00124,1,3484,15
OI0000696,ORD0000455,P00629,1,4499,0
OI0000697,ORD0000456,P00418,1,5524,15
OI0000698,ORD0000456,P00408,1,3314,15
OI0000699,ORD0000456,P00144,1,2974,15
OI0000700,ORD0000457,P00242,1,7819,15
OI0000701,ORD0000458,P00043,1,5779,15
OI0000702,ORD0000459,P00634,1,5299,0
OI0000703,ORD0000459,P00285,1,799,0
OI0000704,ORD0000460,P00218,1,22199,0
OI0000705,ORD0000460,P00032,1,1649,0
OI0000706,ORD0000460,P00577,1,1849,0
OI0000707,ORD0000461,P00408,1,3314,15
OI0000708,ORD0000462,P00372,1,3899,0
OI0000709,ORD0000463,P00533,1,3399,0
OI0000710,ORD0000464,P00161,1,8299,0
OI0000711,ORD0000465,P00197,1,2599,0
OI0000712,ORD0000466,P00242,1,7819,15
OI0000713,ORD0000467,P00152,1,2899,0
OI0000714,ORD0000468,P00270,1,2399,0
OI0000715,ORD0000469,P00540,1,699,0
OI0000716,ORD0000470,P00223,1,6599,0
OI0000717,ORD0000470,P00162,1,4799,0
OI0000718,ORD0000471,P00173,1,3144,15
OI0000719,ORD0000472,P00124,1,4099,0
OI0000720,ORD0000473,P00315,1,1299,0
OI0000721,ORD0000473,P00173,1,3699,0
OI0000722,ORD0000474,P00527,2,949,0
OI0000723,ORD0000475,P00223,1,6599,0
OI0000724,ORD0000475,P00460,1,649,0
OI0000725,ORD0000476,P00385,1,2719,15
OI0000726,ORD0000477,P00124,1,4099,0
OI0000727,ORD0000477,P00010,1,1999,0
OI0000728,ORD0000478,P00563,2,1299,0
OI0000729,ORD0000479,P00309,1,1299,0
OI0000730,ORD0000480,P00088,1,4699,0
OI0000731,ORD0000481,P00235,1,8799,0
OI0000732,ORD0000481,P00389,1,2299,0
OI0000733,ORD0000482,P00315,1,1299,0
OI0000734,ORD0000483,P00127,1,3599,0
OI0000735,ORD0000484,P00562,2,467,15
OI0000736,ORD0000485,P00415,1,2399,0
OI0000737,ORD0000485,P00210,1,8299,0
OI0000738,ORD0000486,P00443,1,5399,0
OI0000739,ORD0000487,P00038,1,3699,0
OI0000740,ORD0000488,P00338,1,849,0
OI0000741,ORD0000489,P00184,1,8299,0
OI0000742,ORD0000490,P00200,1,5699,0
OI0000743,ORD0000491,P00112,1,1317,15
OI0000744,ORD0000492,P00141,1,5499,0
OI0000745,ORD0000492,P00489,2,3699,0
OI0000746,ORD0000493,P00312,1,999,0
OI0000747,ORD0000493,P00089,1,3799,0
OI0000748,ORD0000493,P00124,1,4099,0
OI0000749,ORD0000493,P00576,1,899,0
OI0000750,ORD0000494,P00502,1,4899,0
OI0000751,ORD0000495,P00190,1,2399,0
OI0000752,ORD0000495,P00376,1,3199,0
OI0000753,ORD0000496,P00242,1,9199,0
OI0000754,ORD0000497,P00032,1,1649,0
OI0000755,ORD0000497,P00167,1,4499,0
OI0000756,ORD0000497,P00486,2,749,0
OI0000757,ORD0000497,P00601,1,2299,0
OI0000758,ORD0000498,P00468,1,1249,0
OI0000759,ORD0000499,P00332,1,1299,0
OI0000760,ORD0000500,P00255,1,14299,0
OI0000761,ORD0000500,P00403,1,6199,0
OI0000762,ORD0000500,P00487,2,1249,0
OI0000763,ORD0000501,P00563,1,1299,0
OI0000764,ORD0000502,P00017,1,949,0
OI0000765,ORD0000502,P00223,1,6599,0
OI0000766,ORD0000503,P00171,1,2699,0
OI0000767,ORD0000503,P00408,1,3899,0
OI0000768,ORD0000504,P00295,1,449,0
OI0000769,ORD0000505,P00280,1,1449,0
OI0000770,ORD0000505,P00285,1,799,0
OI0000771,ORD0000506,P00326,1,4490,0
OI0000772,ORD0000506,P00431,1,2199,0
OI0000773,ORD0000506,P00511,2,3999,0
OI0000774,ORD0000506,P00206,1,10899,0
OI0000775,ORD0000507,P00514,2,2804,15
OI0000776,ORD0000508,P00336,1,1949,0
OI0000777,ORD0000509,P00511,1,3399,15
OI0000778,ORD0000509,P00181,1,3569,15
OI0000779,ORD0000509,P00546,1,552,15
OI0000780,ORD0000510,P00274,1,749,0
OI0000781,ORD0000511,P00568,1,764,15
OI0000782,ORD0000511,P00079,1,2549,15
OI0000783,ORD0000512,P00102,1,3599,0
OI0000784,ORD0000513,P00189,1,3499,0
OI0000785,ORD0000513,P00408,1,3899,0
OI0000786,ORD0000513,P00197,1,2599,0
OI0000787,ORD0000513,P00161,1,8299,0
OI0000788,ORD0000514,P00242,1,9199,0
OI0000789,ORD0000514,P00386,1,749,0
OI0000790,ORD0000515,P00461,2,4799,0
OI0000791,ORD0000515,P00169,1,2999,0
OI0000792,ORD0000516,P00408,1,3899,0
OI0000793,ORD0000516,P00169,1,2999,0
OI0000794,ORD0000516,P00401,1,3899,0
OI0000795,ORD0000517,P00490,1,2999,0
OI0000796,ORD0000518,P00365,1,1149,0
OI0000797,ORD0000518,P00098,1,3799,0
OI0000798,ORD0000518,P00630,1,849,0
OI0000799,ORD0000519,P00421,1,5354,15
OI0000800,ORD0000519,P00392,1,1699,15
OI0000801,ORD0000520,P00623,1,3399,15
OI0000802,ORD0000521,P00523,1,3824,15
OI0000803,ORD0000521,P00010,1,1699,15
OI0000804,ORD0000522,P00315,1,1104,15
OI0000805,ORD0000523,P00184,1,8299,0
OI0000806,ORD0000524,P00255,1,14299,0
OI0000807,ORD0000524,P00262,1,4299,0
OI0000808,ORD0000525,P00053,1,4899,0
OI0000809,ORD0000525,P00098,1,3799,0
OI0000810,ORD0000526,P00511,1,3999,0
OI0000811,ORD0000526,P00204,1,2499,0
OI0000812,ORD0000527,P00010,1,1699,15
OI0000813,ORD0000528,P00635,1,2099,0
OI0000814,ORD0000528,P00511,1,3999,0
OI0000815,ORD0000528,P00315,1,1299,0
OI0000816,ORD0000529,P00627,1,1784,15
OI0000817,ORD0000530,P00127,1,3599,0
OI0000818,ORD0000531,P00315,1,1299,0
OI0000819,ORD0000531,P00401,1,3899,0
OI0000820,ORD0000532,P00378,1,2099,0
OI0000821,ORD0000533,P00305,1,1149,0
OI0000822,ORD0000534,P00044,1,3994,15
OI0000823,ORD0000535,P00546,1,649,0
OI0000824,ORD0000535,P00474,1,8299,0
OI0000825,ORD0000535,P00162,1,4799,0
OI0000826,ORD0000536,P00635,1,2099,0
OI0000827,ORD0000536,P00629,1,4499,0
OI0000828,ORD0000536,P00515,3,6599,0
OI0000829,ORD0000537,P00007,1,4999,0
OI0000830,ORD0000538,P00488,1,1249,0
OI0000831,ORD0000539,P00315,1,1104,15
OI0000832,ORD0000540,P00418,1,6499,0
OI0000833,ORD0000541,P00380,1,5899,0
OI0000834,ORD0000541,P00400,1,10199,0
OI0000835,ORD0000542,P00567,2,3199,0
OI0000836,ORD0000543,P00315,1,1299,0
OI0000837,ORD0000544,P00225,1,46749,15
OI0000838,ORD0000544,P00054,1,1954,15
OI0000839,ORD0000545,P00320,1,977,15
OI0000840,ORD0000545,P00527,1,807,15
OI0000841,ORD0000546,P00039,1,4099,0
OI0000842,ORD0000547,P00404,1,2199,0
OI0000843,ORD0000548,P00365,1,977,15
OI0000844,ORD0000549,P00061,1,3314,15
OI0000845,ORD0000550,P00255,1,12154,15
OI0000846,ORD0000551,P00622,1,2799,0
OI0000847,ORD0000551,P00290,1,699,0
OI0000848,ORD0000551,P00110,1,1399,0
OI0000849,ORD0000552,P00567,2,2719,15
OI0000850,ORD0000553,P00623,1,3999,0
OI0000851,ORD0000553,P00546,1,649,0
OI0000852,ORD0000554,P00275,1,599,0
OI0000853,ORD0000554,P00173,1,3699,0
OI0000854,ORD0000554,P00091,1,6799,0
OI0000855,ORD0000555,P00111,1,892,15
OI0000856,ORD0000556,P00132,1,5184,15
OI0000857,ORD0000556,P00533,1,2889,15
OI0000858,ORD0000556,P00511,1,3399,15
OI0000859,ORD0000557,P00612,1,2399,0
OI0000860,ORD0000558,P00416,1,3299,0
OI0000861,ORD0000559,P00242,1,9199,0
OI0000862,ORD0000559,P00497,1,1699,0
OI0000863,ORD0000560,P00231,1,118899,0
OI0000864,ORD0000561,P00421,1,6299,0
OI0000865,ORD0000562,P00287,1,849,0
OI0000866,ORD0000562,P00516,1,2499,0
OI0000867,ORD0000563,P00575,1,799,0
OI0000868,ORD0000563,P00465,1,2399,0
OI0000869,ORD0000564,P00231,1,101064,15
OI0000870,ORD0000564,P00527,3,807,15
OI0000871,ORD0000565,P00057,1,3399,0
OI0000872,ORD0000566,P00124,1,4099,0
OI0000873,ORD0000567,P00197,1,2599,0
OI0000874,ORD0000568,P00242,1,7819,15
OI0000875,ORD0000569,P00261,1,42499,0
OI0000876,ORD0000569,P00038,1,3699,0
OI0000877,ORD0000570,P00572,1,399,0
OI0000878,ORD0000571,P00468,1,1249,0
OI0000879,ORD0000572,P00144,1,2974,15
OI0000880,ORD0000573,P00237,1,29324,15
OI0000881,ORD0000574,P00242,1,9199,0
OI0000882,ORD0000575,P00426,1,2294,15
OI0000883,ORD0000576,P00242,1,7819,15
OI0000884,ORD0000576,P00437,1,1657,15
OI0000885,ORD0000577,P00408,1,3899,0
OI0000886,ORD0000578,P00448,1,3799,0
OI0000887,ORD0000579,P00511,2,3999,0
OI0000888,ORD0000580,P00458,1,2209,15
OI0000889,ORD0000581,P00078,1,1249,0
OI0000890,ORD0000582,P00275,1,509,15
OI0000891,ORD0000582,P00629,1,3824,15
OI0000892,ORD0000583,P00630,1,849,0
OI0000893,ORD0000583,P00376,1,3199,0
OI0000894,ORD0000584,P00137,1,977,15
OI0000895,ORD0000585,P00259,1,16799,0
OI0000896,ORD0000586,P00341,1,1399,0
OI0000897,ORD0000587,P00092,1,1657,15
OI0000898,ORD0000588,P00309,1,1104,15
OI0000899,ORD0000589,P00493,1,2209,15
OI0000900,ORD0000590,P00603,1,1099,0
OI0000901,ORD0000591,P00086,1,5399,0
OI0000902,ORD0000592,P00629,1,3824,15
OI0000903,ORD0000592,P00408,1,3314,15
OI0000904,ORD0000593,P00404,1,2199,0
OI0000905,ORD0000594,P00007,1,4999,0
OI0000906,ORD0000595,P00373,1,1149,0
OI0000907,ORD0000596,P00041,1,1784,15
OI0000908,ORD0000596,P00233,1,5099,15
OI0000909,ORD0000597,P00285,1,799,0
OI0000910,ORD0000597,P00511,1,3999,0
OI0000911,ORD0000598,P00548,3,899,0
OI0000912,ORD0000599,P00387,1,9399,0
OI0000913,ORD0000600,P00069,1,4079,15
OI0000914,ORD0000601,P00258,1,42399,0
OI0000915,ORD0000601,P00546,1,649,0
OI0000916,ORD0000601,P00633,1,899,0
OI0000917,ORD0000602,P00588,1,999,0
OI0000918,ORD0000603,P00511,1,3999,0
OI0000919,ORD0000603,P00352,1,799,0
OI0000920,ORD0000604,P00600,1,1049,0
OI0000921,ORD0000604,P00510,1,5199,0
OI0000922,ORD0000605,P00480,2,2974,15
OI0000923,ORD0000606,P00438,1,9499,0
OI0000924,ORD0000606,P00511,1,3999,0
OI0000925,ORD0000607,P00459,1,2699,0
OI0000926,ORD0000608,P00365,1,1149,0
OI0000927,ORD0000609,P00279,1,1399,0
OI0000928,ORD0000609,P00021,1,2699,0
OI0000929,ORD0000610,P00124,1,4099,0
OI0000930,ORD0000611,P00408,1,3899,0
OI0000931,ORD0000612,P00567,3,3199,0
OI0000932,ORD0000613,P00474,2,8299,0
OI0000933,ORD0000614,P00601,1,2299,0
OI0000934,ORD0000615,P00581,1,1954,15
OI0000935,ORD0000616,P00281,1,679,15
OI0000936,ORD0000617,P00173,1,3699,0
OI0000937,ORD0000618,P00341,1,1399,0
OI0000938,ORD0000619,P00185,1,2299,0
OI0000939,ORD0000620,P00632,1,1949,0
OI0000940,ORD0000620,P00418,1,6499,0
OI0000941,ORD0000621,P00401,1,3899,0
OI0000942,ORD0000621,P00488,2,1249,0
OI0000943,ORD0000622,P00091,1,6799,0
OI0000944,ORD0000623,P00290,1,594,15
OI0000945,ORD0000624,P00173,1,3144,15
OI0000946,ORD0000624,P00427,1,1062,15
OI0000947,ORD0000625,P00315,1,1299,0
OI0000948,ORD0000625,P00567,1,3199,0
OI0000949,ORD0000625,P00619,1,2799,0
OI0000950,ORD0000626,P00089,1,3799,0
OI0000951,ORD0000627,P00484,1,1749,0
OI0000952,ORD0000628,P00546,1,649,0
OI0000953,ORD0000628,P00152,1,2899,0
OI0000954,ORD0000629,P00474,1,7054,15
OI0000955,ORD0000630,P00546,1,649,0
OI0000956,ORD0000631,P00315,1,1299,0
OI0000957,ORD0000632,P00380,1,5014,15
OI0000958,ORD0000632,P00511,1,3399,15
OI0000959,ORD0000633,P00557,1,449,0
OI0000960,ORD0000633,P00270,1,2399,0
OI0000961,ORD0000634,P00099,1,2199,0
OI0000962,ORD0000634,P00047,1,3099,0
OI0000963,ORD0000634,P00346,1,2399,0
OI0000964,ORD0000635,P00231,1,118899,0
OI0000965,ORD0000636,P00572,2,399,0
OI0000966,ORD0000636,P00248,1,37499,0
OI0000967,ORD0000636,P00010,1,1999,0
OI0000968,ORD0000637,P00437,1,1949,0
OI0000969,ORD0000638,P00064,1,5499,0
OI0000970,ORD0000638,P00256,1,40799,0
OI0000971,ORD0000639,P00476,1,899,0
OI0000972,ORD0000639,P00552,1,2099,0
OI0000973,ORD0000640,P00042,1,2549,15
OI0000974,ORD0000640,P00380,1,5014,15
OI0000975,ORD0000641,P00043,1,6799,0
OI0000976,ORD0000642,P00405,1,999,0
OI0000977,ORD0000643,P00438,1,8074,15
OI0000978,ORD0000644,P00053,1,4899,0
OI0000979,ORD0000644,P00124,1,4099,0
OI0000980,ORD0000645,P00552,2,2099,0
OI0000981,ORD0000646,P00173,1,3699,0
OI0000982,ORD0000647,P00124,1,3484,15
OI0000983,ORD0000648,P00259,1,16799,0
OI0000984,ORD0000648,P00084,1,1249,0
OI0000985,ORD0000649,P00313,1,1749,0
OI0000986,ORD0000650,P00330,1,2399,0
OI0000987,ORD0000650,P00123,1,5999,0
OI0000988,ORD0000650,P00382,1,3299,0
OI0000989,ORD0000651,P00603,1,1099,0
OI0000990,ORD0000652,P00124,1,3484,15
OI0000991,ORD0000653,P00007,1,4999,0
OI0000992,ORD0000654,P00546,1,649,0
OI0000993,ORD0000654,P00580,1,799,0
OI0000994,ORD0000655,P00581,1,2299,0
OI0000995,ORD0000655,P00159,1,6699,0
OI0000996,ORD0000655,P00160,1,5899,0
OI0000997,ORD0000655,P00264,1,91099,0
OI0000998,ORD0000656,P00625,1,5299,0
OI0000999,ORD0000657,P00024,1,1499,0
OI0001000,ORD0000658,P00533,1,3399,0
