return_id,order_item_id,order_id,return_reason,return_requested_date,refund_amount
RT000402,OI0006160,ORD0003869,Not as described,2024-05-01,8074
RT000403,OI0005923,ORD0003722,Changed mind,2024-05-02,5399
RT000404,OI0006057,ORD0003806,Size or fit issue,2024-05-02,4899
RT000405,OI0006116,ORD0003842,Not as described,2024-05-02,110399
RT000406,OI0006000,ORD0003767,Not as described,2024-05-03,2599
RT000407,OI0006100,ORD0003833,Not as described,2024-05-03,4499
RT000408,OI0006042,ORD0003794,Changed mind,2024-05-04,4299
RT000409,OI0006070,ORD0003816,Not as described,2024-05-04,1869
RT000410,OI0006107,ORD0003836,Size or fit issue,2024-05-04,4099
RT000411,OI0006201,ORD0003892,Not as described,2024-05-04,4499
RT000412,OI0006341,ORD0003983,Arrived too late,2024-05-05,4899
RT000413,OI0005983,ORD0003758,Size or fit issue,2024-05-06,2499
RT000414,OI0006091,ORD0003826,Not as described,2024-05-06,4099
RT000415,OI0006259,ORD0003930,Not as described,2024-05-06,1299
RT000416,OI0006289,ORD0003950,Defective or damaged,2024-05-06,699
RT000417,OI0006210,ORD0003896,Changed mind,2024-05-07,1274
RT000418,OI0006363,ORD0004000,Arrived too late,2024-05-07,1402
RT000419,OI0006403,ORD0004027,Changed mind,2024-05-07,949
RT000420,OI0006173,ORD0003876,Size or fit issue,2024-05-08,6699
RT000421,OI0006409,ORD0004030,Defective or damaged,2024-05-08,34499
RT000422,OI0006497,ORD0004090,Defective or damaged,2024-05-08,1299
RT000423,OI0006332,ORD0003977,Size or fit issue,2024-05-09,4899
RT000424,OI0006348,ORD0003990,Size or fit issue,2024-05-09,3484
RT000425,OI0006504,ORD0004092,Changed mind,2024-05-09,799
RT000426,OI0006512,ORD0004096,Arrived too late,2024-05-09,3299
RT000427,OI0006530,ORD0004105,Arrived too late,2024-05-09,6099
RT000428,OI0006053,ORD0003802,Defective or damaged,2024-05-10,2464
RT000429,OI0006426,ORD0004043,Defective or damaged,2024-05-10,8899
RT000430,OI0006429,ORD0004045,Defective or damaged,2024-05-10,1549
RT000431,OI0006439,ORD0004052,Defective or damaged,2024-05-10,3699
RT000432,OI0006463,ORD0004066,Defective or damaged,2024-05-10,3899
RT000433,OI0006531,ORD0004105,Arrived too late,2024-05-10,4099
RT000434,OI0006292,ORD0003953,Changed mind,2024-05-11,86399
RT000435,OI0006459,ORD0004064,Size or fit issue,2024-05-11,4999
RT000436,OI0006464,ORD0004067,Changed mind,2024-05-11,11099
RT000437,OI0006577,ORD0004134,Not as described,2024-05-11,1999
RT000438,OI0006586,ORD0004142,Defective or damaged,2024-05-11,1104
RT000439,OI0006590,ORD0004144,Size or fit issue,2024-05-11,3824
RT000440,OI0006621,ORD0004164,Size or fit issue,2024-05-11,4899
RT000441,OI0006773,ORD0004264,Not as described,2024-05-11,1299
RT000442,OI0006481,ORD0004078,Defective or damaged,2024-05-12,3909
RT000443,OI0006589,ORD0004143,Size or fit issue,2024-05-12,2799
RT000444,OI0006705,ORD0004216,Defective or damaged,2024-05-12,3899
RT000445,OI0006728,ORD0004232,Size or fit issue,2024-05-12,1799
RT000446,OI0006733,ORD0004234,Changed mind,2024-05-12,3699
RT000447,OI0006517,ORD0004098,Not as described,2024-05-13,2799
RT000448,OI0006578,ORD0004134,Arrived too late,2024-05-13,8299
RT000449,OI0006611,ORD0004157,Arrived too late,2024-05-13,10899
RT000450,OI0006434,ORD0004048,Size or fit issue,2024-05-14,1869
RT000451,OI0006543,ORD0004114,Changed mind,2024-05-14,2974
RT000452,OI0006662,ORD0004188,Defective or damaged,2024-05-14,3599
RT000453,OI0006757,ORD0004251,Not as described,2024-05-14,6199
RT000454,OI0006604,ORD0004154,Not as described,2024-05-15,1299
RT000455,OI0006758,ORD0004252,Not as described,2024-05-15,3299
RT000456,OI0006776,ORD0004265,Size or fit issue,2024-05-15,2399
RT000457,OI0006846,ORD0004307,Not as described,2024-05-15,999
RT000458,OI0006869,ORD0004321,Arrived too late,2024-05-15,1299
RT000459,OI0006979,ORD0004392,Arrived too late,2024-05-15,977
RT000460,OI0006801,ORD0004280,Arrived too late,2024-05-16,1799
RT000461,OI0006905,ORD0004343,Changed mind,2024-05-16,1649
RT000462,OI0006967,ORD0004384,Arrived too late,2024-05-16,8899
RT000463,OI0006652,ORD0004183,Arrived too late,2024-05-17,1399
RT000464,OI0006895,ORD0004336,Size or fit issue,2024-05-17,6499
RT000465,OI0006974,ORD0004388,Changed mind,2024-05-17,12664
RT000466,OI0007137,ORD0004486,Size or fit issue,2024-05-17,4899
RT000467,OI0006829,ORD0004297,Arrived too late,2024-05-18,4099
RT000468,OI0006853,ORD0004313,Size or fit issue,2024-05-18,2499
RT000469,OI0006927,ORD0004359,Arrived too late,2024-05-18,4099
RT000470,OI0007026,ORD0004419,Not as described,2024-05-18,24054
RT000471,OI0007159,ORD0004499,Arrived too late,2024-05-18,3499
RT000472,OI0007245,ORD0004552,Not as described,2024-05-18,5269
RT000473,OI0007024,ORD0004417,Size or fit issue,2024-05-19,3999
RT000474,OI0006791,ORD0004276,Defective or damaged,2024-05-20,3899
RT000475,OI0006963,ORD0004382,Defective or damaged,2024-05-20,1299
RT000476,OI0007010,ORD0004408,Changed mind,2024-05-20,6099
RT000477,OI0007014,ORD0004410,Not as described,2024-05-20,9199
RT000478,OI0007102,ORD0004467,Size or fit issue,2024-05-20,3199
RT000479,OI0007208,ORD0004531,Size or fit issue,2024-05-21,1499
RT000480,OI0007314,ORD0004600,Defective or damaged,2024-05-21,2294
RT000481,OI0007193,ORD0004524,Size or fit issue,2024-05-22,1999
RT000482,OI0007333,ORD0004612,Changed mind,2024-05-22,8699
RT000483,OI0007351,ORD0004626,Not as described,2024-05-22,3299
RT000484,OI0007457,ORD0004690,Size or fit issue,2024-05-22,3699
RT000485,OI0007007,ORD0004406,Not as described,2024-05-23,6999
RT000486,OI0007117,ORD0004476,Size or fit issue,2024-05-23,1699
RT000487,OI0007242,ORD0004550,Changed mind,2024-05-23,6099
RT000488,OI0007297,ORD0004586,Size or fit issue,2024-05-23,3484
RT000489,OI0007317,ORD0004602,Changed mind,2024-05-23,4099
RT000490,OI0007479,ORD0004701,Size or fit issue,2024-05-23,1699
RT000491,OI0007602,ORD0004774,Not as described,2024-05-23,3144
RT000492,OI0007329,ORD0004610,Changed mind,2024-05-24,3899
RT000493,OI0007369,ORD0004638,Size or fit issue,2024-05-24,2899
RT000494,OI0007554,ORD0004745,Not as described,2024-05-24,849
RT000495,OI0007154,ORD0004497,Changed mind,2024-05-25,4674
RT000496,OI0007533,ORD0004732,Not as described,2024-05-25,2599
RT000497,OI0007730,ORD0004855,Defective or damaged,2024-05-25,1749
RT000498,OI0007274,ORD0004569,Not as described,2024-05-26,2399
RT000499,OI0007357,ORD0004629,Defective or damaged,2024-05-26,9199
RT000500,OI0007358,ORD0004629,Size or fit issue,2024-05-26,4299
RT000501,OI0007376,ORD0004641,Size or fit issue,2024-05-26,3699
RT000502,OI0007421,ORD0004669,Size or fit issue,2024-05-26,1954
RT000503,OI0007420,ORD0004669,Changed mind,2024-05-27,5524
RT000504,OI0007661,ORD0004814,Not as described,2024-05-27,4999
RT000505,OI0007491,ORD0004709,Changed mind,2024-05-28,5199
RT000506,OI0007540,ORD0004735,Size or fit issue,2024-05-28,1999
RT000507,OI0007699,ORD0004840,Defective or damaged,2024-05-29,999
RT000508,OI0007770,ORD0004875,Not as described,2024-05-29,1402
RT000509,OI0007840,ORD0004925,Arrived too late,2024-05-29,4999
RT000510,OI0007485,ORD0004704,Arrived too late,2024-05-30,4099
RT000511,OI0007589,ORD0004767,Size or fit issue,2024-05-30,2199
RT000512,OI0007530,ORD0004730,Arrived too late,2024-05-31,1299
RT000513,OI0007574,ORD0004757,Defective or damaged,2024-05-31,949
RT000514,OI0007580,ORD0004762,Arrived too late,2024-05-31,2974
RT000515,OI0007695,ORD0004836,Defective or damaged,2024-05-31,3199
RT000516,OI0007743,ORD0004864,Not as described,2024-05-31,1549
RT000517,OI0007641,ORD0004802,Arrived too late,2024-06-01,4099
RT000518,OI0007706,ORD0004842,Not as described,2024-06-01,2999
RT000519,OI0007761,ORD0004870,Size or fit issue,2024-06-01,1499
RT000520,OI0007810,ORD0004904,Size or fit issue,2024-06-01,3499
RT000521,OI0008132,ORD0005110,Not as described,2024-06-01,2599
RT000522,OI0007714,ORD0004846,Not as described,2024-06-02,599
RT000523,OI0007729,ORD0004854,Arrived too late,2024-06-02,3824
RT000524,OI0007896,ORD0004959,Changed mind,2024-06-02,3399
RT000525,OI0007959,ORD0004998,Defective or damaged,2024-06-02,8099
RT000526,OI0007972,ORD0005007,Size or fit issue,2024-06-02,4799
RT000527,OI0008039,ORD0005051,Size or fit issue,2024-06-02,5399
RT000528,OI0007842,ORD0004927,Changed mind,2024-06-03,5499
RT000529,OI0007877,ORD0004948,Not as described,2024-06-03,1949
RT000530,OI0007897,ORD0004960,Not as described,2024-06-03,3099
RT000531,OI0007933,ORD0004984,Size or fit issue,2024-06-03,5499
RT000532,OI0007970,ORD0005005,Size or fit issue,2024-06-03,4099
RT000533,OI0008029,ORD0005044,Size or fit issue,2024-06-03,3299
RT000534,OI0008042,ORD0005053,Size or fit issue,2024-06-03,4099
RT000535,OI0008049,ORD0005058,Size or fit issue,2024-06-04,4899
RT000536,OI0008143,ORD0005116,Defective or damaged,2024-06-05,1299
RT000537,OI0008220,ORD0005172,Arrived too late,2024-06-05,999
RT000538,OI0008163,ORD0005129,Not as described,2024-06-06,4899
RT000539,OI0008172,ORD0005135,Defective or damaged,2024-06-06,467
RT000540,OI0008184,ORD0005145,Not as described,2024-06-06,3899
RT000541,OI0008187,ORD0005146,Defective or damaged,2024-06-06,1949
RT000542,OI0008199,ORD0005156,Arrived too late,2024-06-06,3499
RT000543,OI0008331,ORD0005250,Size or fit issue,2024-06-06,1599
RT000544,OI0008382,ORD0005282,Arrived too late,2024-06-06,2099
RT000545,OI0008476,ORD0005347,Arrived too late,2024-06-06,2999
RT000546,OI0008078,ORD0005077,Changed mind,2024-06-07,2199
RT000547,OI0008170,ORD0005134,Changed mind,2024-06-07,3299
RT000548,OI0008234,ORD0005184,Defective or damaged,2024-06-07,552
RT000549,OI0008361,ORD0005269,Size or fit issue,2024-06-07,2799
RT000550,OI0008444,ORD0005326,Not as described,2024-06-07,5399
RT000551,OI0008141,ORD0005115,Not as described,2024-06-08,4099
RT000552,OI0008380,ORD0005281,Size or fit issue,2024-06-08,2199
RT000553,OI0008235,ORD0005185,Size or fit issue,2024-06-09,4899
RT000554,OI0008288,ORD0005223,Size or fit issue,2024-06-09,5799
RT000555,OI0008375,ORD0005278,Defective or damaged,2024-06-10,1104
RT000556,OI0008388,ORD0005286,Size or fit issue,2024-06-10,2399
RT000557,OI0008535,ORD0005385,Size or fit issue,2024-06-10,3484
RT000558,OI0008626,ORD0005444,Size or fit issue,2024-06-10,3699
RT000559,OI0008763,ORD0005528,Changed mind,2024-06-10,949
RT000560,OI0008147,ORD0005120,Size or fit issue,2024-06-11,3299
RT000561,OI0008580,ORD0005414,Not as described,2024-06-12,2299
RT000562,OI0008730,ORD0005507,Size or fit issue,2024-06-12,3484
RT000563,OI0008774,ORD0005536,Changed mind,2024-06-12,637
RT000564,OI0008618,ORD0005440,Not as described,2024-06-13,8599
RT000565,OI0008638,ORD0005451,Size or fit issue,2024-06-13,3484
RT000566,OI0008632,ORD0005448,Not as described,2024-06-14,1299
RT000567,OI0008633,ORD0005449,Changed mind,2024-06-14,3229
RT000568,OI0008681,ORD0005477,Defective or damaged,2024-06-15,2719
RT000569,OI0008697,ORD0005486,Changed mind,2024-06-15,1099
RT000570,OI0008639,ORD0005451,Size or fit issue,2024-06-16,1657
RT000571,OI0008704,ORD0005490,Not as described,2024-06-16,3099
RT000572,OI0009040,ORD0005711,Size or fit issue,2024-06-16,764
RT000573,OI0009092,ORD0005747,Size or fit issue,2024-06-16,1799
RT000574,OI0008820,ORD0005568,Not as described,2024-06-17,3499
RT000575,OI0008837,ORD0005581,Not as described,2024-06-17,3999
RT000576,OI0008850,ORD0005589,Defective or damaged,2024-06-17,3899
RT000577,OI0008857,ORD0005594,Changed mind,2024-06-17,4999
RT000578,OI0008920,ORD0005634,Size or fit issue,2024-06-17,5439
RT000579,OI0008948,ORD0005649,Size or fit issue,2024-06-17,2599
RT000580,OI0008967,ORD0005662,Arrived too late,2024-06-17,4499
RT000581,OI0008992,ORD0005680,Defective or damaged,2024-06-17,2039
RT000582,OI0009017,ORD0005694,Not as described,2024-06-17,8329
RT000583,OI0009084,ORD0005741,Size or fit issue,2024-06-17,4099
RT000584,OI0009140,ORD0005779,Changed mind,2024-06-17,3299
RT000585,OI0008773,ORD0005535,Arrived too late,2024-06-18,4999
RT000586,OI0008808,ORD0005563,Defective or damaged,2024-06-18,1999
RT000587,OI0008809,ORD0005563,Size or fit issue,2024-06-18,4899
RT000588,OI0008873,ORD0005605,Not as described,2024-06-18,2599
RT000589,OI0008936,ORD0005643,Not as described,2024-06-18,6599
RT000590,OI0008941,ORD0005645,Defective or damaged,2024-06-18,1299
RT000591,OI0008964,ORD0005659,Not as described,2024-06-18,749
RT000592,OI0009055,ORD0005722,Changed mind,2024-06-18,8599
RT000593,OI0009062,ORD0005726,Size or fit issue,2024-06-18,4419
RT000594,OI0008929,ORD0005640,Size or fit issue,2024-06-19,949
RT000595,OI0009276,ORD0005875,Changed mind,2024-06-19,899
RT000596,OI0009075,ORD0005735,Changed mind,2024-06-20,799
RT000597,OI0009148,ORD0005783,Not as described,2024-06-20,2299
RT000598,OI0009202,ORD0005819,Not as described,2024-06-20,849
RT000599,OI0009283,ORD0005876,Arrived too late,2024-06-20,4099
RT000600,OI0009290,ORD0005882,Defective or damaged,2024-06-20,3699
RT000601,OI0009322,ORD0005900,Defective or damaged,2024-06-20,1149
RT000602,OI0009333,ORD0005906,Changed mind,2024-06-20,1999
RT000603,OI0009108,ORD0005759,Arrived too late,2024-06-21,699
RT000604,OI0009243,ORD0005852,Arrived too late,2024-06-21,899
RT000605,OI0009314,ORD0005896,Changed mind,2024-06-21,5999
RT000606,OI0009071,ORD0005732,Size or fit issue,2024-06-22,2299
RT000607,OI0009146,ORD0005782,Size or fit issue,2024-06-22,4999
RT000608,OI0009251,ORD0005859,Not as described,2024-06-22,3099
RT000609,OI0009316,ORD0005898,Arrived too late,2024-06-22,4199
RT000610,OI0009325,ORD0005901,Defective or damaged,2024-06-22,1149
RT000611,OI0009370,ORD0005929,Arrived too late,2024-06-22,6699
RT000612,OI0009382,ORD0005937,Not as described,2024-06-22,1399
RT000613,OI0009252,ORD0005860,Not as described,2024-06-23,4249
RT000614,OI0009436,ORD0005972,Arrived too late,2024-06-23,3899
RT000615,OI0009554,ORD0006044,Size or fit issue,2024-06-24,6499
RT000616,OI0009296,ORD0005884,Arrived too late,2024-06-25,4099
RT000617,OI0009474,ORD0005995,Changed mind,2024-06-25,3199
RT000618,OI0009377,ORD0005936,Size or fit issue,2024-06-26,3699
RT000619,OI0009441,ORD0005975,Changed mind,2024-06-27,2599
RT000620,OI0009607,ORD0006076,Defective or damaged,2024-06-27,1749
RT000621,OI0009794,ORD0006187,Not as described,2024-06-27,2599
RT000622,OI0009868,ORD0006233,Arrived too late,2024-06-27,1599
RT000623,OI0009975,ORD0006305,Not as described,2024-06-27,1399
RT000624,OI0009648,ORD0006102,Not as described,2024-06-28,949
RT000625,OI0009770,ORD0006172,Size or fit issue,2024-06-28,2199
RT000626,OI0009787,ORD0006181,Defective or damaged,2024-06-28,1299
RT000627,OI0009949,ORD0006287,Changed mind,2024-06-28,1599
RT000628,OI0009559,ORD0006046,Arrived too late,2024-06-29,3899
RT000629,OI0009610,ORD0006077,Arrived too late,2024-06-29,4249
RT000630,OI0009719,ORD0006143,Size or fit issue,2024-06-29,2499
RT000631,OI0009776,ORD0006176,Size or fit issue,2024-06-29,2799
RT000632,OI0009802,ORD0006193,Size or fit issue,2024-06-29,1999
RT000633,OI0009870,ORD0006235,Size or fit issue,2024-06-29,2299
RT000634,OI0009882,ORD0006242,Not as described,2024-06-29,1799
RT000635,OI0010105,ORD0006390,Size or fit issue,2024-06-29,2599
RT000636,OI0009492,ORD0006006,Size or fit issue,2024-06-30,4419
RT000637,OI0009526,ORD0006024,Arrived too late,2024-06-30,2799
RT000638,OI0009808,ORD0006198,Not as described,2024-06-30,2719
RT000639,OI0009887,ORD0006244,Defective or damaged,2024-06-30,449
RT000640,OI0009921,ORD0006269,Arrived too late,2024-06-30,3499
RT000641,OI0009593,ORD0006066,Defective or damaged,2024-07-01,1299
RT000642,OI0009712,ORD0006139,Defective or damaged,2024-07-01,977
RT000643,OI0009884,ORD0006243,Not as described,2024-07-01,4999
RT000644,OI0009504,ORD0006010,Arrived too late,2024-07-02,6499
RT000645,OI0009556,ORD0006045,Arrived too late,2024-07-02,3499
RT000646,OI0009570,ORD0006053,Size or fit issue,2024-07-02,4929
RT000647,OI0009687,ORD0006126,Defective or damaged,2024-07-02,8074
RT000648,OI0009780,ORD0006178,Changed mind,2024-07-02,3899
RT000649,OI0009883,ORD0006243,Not as described,2024-07-02,1399
RT000650,OI0010039,ORD0006352,Arrived too late,2024-07-02,1299
RT000651,OI0010054,ORD0006358,Size or fit issue,2024-07-02,1999
RT000652,OI0010074,ORD0006370,Size or fit issue,2024-07-02,1499
RT000653,OI0010128,ORD0006406,Not as described,2024-07-02,799
RT000654,OI0010134,ORD0006411,Not as described,2024-07-02,3899
RT000655,OI0010177,ORD0006435,Size or fit issue,2024-07-02,4899
RT000656,OI0009710,ORD0006138,Arrived too late,2024-07-03,5199
RT000657,OI0009789,ORD0006183,Arrived too late,2024-07-03,2599
RT000658,OI0009972,ORD0006304,Defective or damaged,2024-07-03,799
RT000659,OI0010217,ORD0006458,Arrived too late,2024-07-03,2199
RT000660,OI0009772,ORD0006173,Arrived too late,2024-07-04,7099
RT000661,OI0009916,ORD0006266,Defective or damaged,2024-07-04,1099
RT000662,OI0010147,ORD0006417,Size or fit issue,2024-07-04,3699
RT000663,OI0010265,ORD0006487,Defective or damaged,2024-07-04,1299
RT000664,OI0010369,ORD0006562,Arrived too late,2024-07-04,799
RT000665,OI0010483,ORD0006647,Changed mind,2024-07-04,1399
RT000666,OI0010085,ORD0006378,Defective or damaged,2024-07-05,3314
RT000667,OI0010292,ORD0006507,Defective or damaged,2024-07-05,1999
RT000668,OI0010289,ORD0006505,Size or fit issue,2024-07-06,2999
RT000669,OI0010136,ORD0006413,Changed mind,2024-07-07,3199
RT000670,OI0010143,ORD0006416,Size or fit issue,2024-07-07,1099
RT000671,OI0010278,ORD0006497,Not as described,2024-07-07,2499
RT000672,OI0010302,ORD0006515,Size or fit issue,2024-07-07,1999
RT000673,OI0010424,ORD0006603,Size or fit issue,2024-07-07,4099
RT000674,OI0010572,ORD0006702,Changed mind,2024-07-08,749
RT000675,OI0010616,ORD0006730,Not as described,2024-07-08,4799
RT000676,OI0010688,ORD0006776,Changed mind,2024-07-08,649
RT000677,OI0010724,ORD0006800,Not as described,2024-07-08,3999
RT000678,OI0010301,ORD0006514,Not as described,2024-07-09,4899
RT000679,OI0010662,ORD0006757,Changed mind,2024-07-09,1349
RT000680,OI0010570,ORD0006701,Not as described,2024-07-10,4899
RT000681,OI0010878,ORD0006914,Size or fit issue,2024-07-10,5499
RT000682,OI0010195,ORD0006445,Defective or damaged,2024-07-11,599
RT000683,OI0010325,ORD0006533,Changed mind,2024-07-11,5299
RT000684,OI0010549,ORD0006690,Size or fit issue,2024-07-11,4899
RT000685,OI0010595,ORD0006718,Size or fit issue,2024-07-11,3699
RT000686,OI0010813,ORD0006868,Size or fit issue,2024-07-11,5399
RT000687,OI0010823,ORD0006875,Not as described,2024-07-11,2199
RT000688,OI0010512,ORD0006668,Size or fit issue,2024-07-12,6799
RT000689,OI0010542,ORD0006688,Size or fit issue,2024-07-12,3824
RT000690,OI0010613,ORD0006729,Arrived too late,2024-07-12,1299
RT000691,OI0010780,ORD0006843,Defective or damaged,2024-07-12,2847
RT000692,OI0010819,ORD0006873,Size or fit issue,2024-07-12,2399
RT000693,OI0010341,ORD0006543,Size or fit issue,2024-07-13,3909
RT000694,OI0010393,ORD0006582,Defective or damaged,2024-07-13,1299
RT000695,OI0010541,ORD0006687,Defective or damaged,2024-07-13,807
RT000696,OI0010721,ORD0006798,Size or fit issue,2024-07-13,4099
RT000697,OI0010840,ORD0006886,Changed mind,2024-07-13,1849
RT000698,OI0010929,ORD0006947,Size or fit issue,2024-07-13,6099
RT000699,OI0010947,ORD0006960,Size or fit issue,2024-07-13,2199
RT000700,OI0010992,ORD0006986,Size or fit issue,2024-07-13,2999
RT000701,OI0010431,ORD0006609,Arrived too late,2024-07-14,6799
RT000702,OI0010925,ORD0006945,Defective or damaged,2024-07-14,1499
RT000703,OI0011046,ORD0007021,Changed mind,2024-07-14,1499
RT000704,OI0011109,ORD0007063,Defective or damaged,2024-07-14,10369
RT000705,OI0010667,ORD0006760,Not as described,2024-07-15,2799
RT000706,OI0010709,ORD0006790,Not as described,2024-07-15,3199
RT000707,OI0010824,ORD0006875,Changed mind,2024-07-15,5599
RT000708,OI0010961,ORD0006967,Not as described,2024-07-15,5779
RT000709,OI0011094,ORD0007053,Changed mind,2024-07-15,2124
RT000710,OI0011211,ORD0007132,Size or fit issue,2024-07-15,5999
RT000711,OI0010792,ORD0006851,Defective or damaged,2024-07-16,7819
RT000712,OI0010977,ORD0006977,Changed mind,2024-07-16,3699
RT000713,OI0011015,ORD0006999,Defective or damaged,2024-07-16,1699
RT000714,OI0011087,ORD0007048,Changed mind,2024-07-16,2799
RT000715,OI0011102,ORD0007059,Not as described,2024-07-16,4249
RT000716,OI0011000,ORD0006990,Not as described,2024-07-17,1529
RT000717,OI0011156,ORD0007093,Not as described,2024-07-17,1999
RT000718,OI0011285,ORD0007185,Size or fit issue,2024-07-17,2899
RT000719,OI0010864,ORD0006905,Changed mind,2024-07-18,3899
RT000720,OI0010886,ORD0006919,Changed mind,2024-07-18,3144
RT000721,OI0011287,ORD0007186,Size or fit issue,2024-07-18,1649
RT000722,OI0011349,ORD0007229,Size or fit issue,2024-07-18,4899
RT000723,OI0011097,ORD0007056,Defective or damaged,2024-07-19,2499
RT000724,OI8453729,ORD0007170,Not as described,2024-07-19,2199
RT000725,OI0011358,ORD0007234,Size or fit issue,2024-07-20,949
RT000726,OI0011365,ORD0007240,Not as described,2024-07-20,1399
RT000727,OI0011155,ORD0007092,Changed mind,2024-07-21,16699
RT000728,OI0011345,ORD0007227,Size or fit issue,2024-07-21,4899
RT000729,OI0011352,ORD0007230,Changed mind,2024-07-21,3699
RT000730,OI0011455,ORD0007297,Size or fit issue,2024-07-21,4164
RT000731,OI0011463,ORD0007302,Not as described,2024-07-21,4099
RT000732,OI0011496,ORD0007320,Size or fit issue,2024-07-21,4899
RT000733,OI0011683,ORD0007432,Not as described,2024-07-21,1999
RT000734,OI0011103,ORD0007059,Arrived too late,2024-07-22,5184
RT000735,OI0011228,ORD0007144,Changed mind,2024-07-22,1149
RT000736,OI0011337,ORD0007223,Not as described,2024-07-22,23799
RT000737,OI0011359,ORD0007235,Size or fit issue,2024-07-22,2634
RT000738,OI0011432,ORD0007281,Not as described,2024-07-22,4499
RT000739,OI0011482,ORD0007312,Defective or damaged,2024-07-22,12154
RT000740,OI0011508,ORD0007328,Not as described,2024-07-22,2889
RT000741,OI0011664,ORD0007420,Arrived too late,2024-07-22,1572
RT000742,OI0011686,ORD0007433,Arrived too late,2024-07-22,1699
RT000743,OI0011165,ORD0007099,Not as described,2024-07-23,799
RT000744,OI0011604,ORD0007385,Size or fit issue,2024-07-23,2399
RT000745,OI0011558,ORD0007359,Size or fit issue,2024-07-24,3599
RT000746,OI0011634,ORD0007402,Size or fit issue,2024-07-24,1099
RT000747,OI0011803,ORD0007510,Not as described,2024-07-24,2699
RT000748,OI0011820,ORD0007522,Not as described,2024-07-24,2599
RT000749,OI0011973,ORD0007612,Size or fit issue,2024-07-24,3799
RT000750,OI0011727,ORD0007459,Arrived too late,2024-07-25,1099
RT000751,OI0011784,ORD0007498,Defective or damaged,2024-07-25,30999
RT000752,OI0011809,ORD0007515,Size or fit issue,2024-07-25,3499
RT000753,OI0011674,ORD0007427,Defective or damaged,2024-07-26,40799
RT000754,OI0011707,ORD0007446,Arrived too late,2024-07-26,3199
RT000755,OI0011711,ORD0007449,Defective or damaged,2024-07-26,1149
RT000756,OI0011740,ORD0007469,Size or fit issue,2024-07-26,4674
RT000757,OI0011911,ORD0007572,Changed mind,2024-07-26,1649
RT000758,OI0011959,ORD0007600,Size or fit issue,2024-07-26,1399
RT000759,OI0012042,ORD0007657,Not as described,2024-07-26,7734
RT000760,OI0011821,ORD0007522,Not as described,2024-07-27,1549
RT000761,OI0011928,ORD0007584,Size or fit issue,2024-07-27,2699
RT000762,OI0011624,ORD0007397,Arrived too late,2024-07-28,3699
RT000763,OI0011690,ORD0007434,Arrived too late,2024-07-28,1104
RT000764,OI0011797,ORD0007506,Changed mind,2024-07-28,4899
RT000765,OI0011857,ORD0007542,Changed mind,2024-07-28,4999
RT000766,OI0011698,ORD0007440,Size or fit issue,2024-07-29,4899
RT000767,OI0011774,ORD0007492,Changed mind,2024-07-29,1049
RT000768,OI0011878,ORD0007553,Arrived too late,2024-07-29,3399
RT000769,OI0012230,ORD0007782,Size or fit issue,2024-07-29,8299
RT000770,OI0011752,ORD0007478,Not as described,2024-07-30,2699
RT000771,OI0011849,ORD0007538,Not as described,2024-07-30,3899
RT000772,OI0011951,ORD0007596,Size or fit issue,2024-07-30,1049
RT000773,OI0011957,ORD0007600,Defective or damaged,2024-07-30,3399
RT000774,OI0011778,ORD0007494,Changed mind,2024-07-31,18869
RT000775,OI0011819,ORD0007521,Defective or damaged,2024-07-31,1299
RT000776,OI0011887,ORD0007560,Changed mind,2024-07-31,899
RT000777,OI0012026,ORD0007647,Defective or damaged,2024-07-31,807
RT000778,OI0012056,ORD0007666,Changed mind,2024-07-31,1349
RT000779,OI0012188,ORD0007755,Defective or damaged,2024-07-31,382
RT000780,OI0012231,ORD0007782,Not as described,2024-07-31,3499
RT000781,OI0012313,ORD0007830,Changed mind,2024-07-31,2899
RT000782,OI0012107,ORD0007693,Size or fit issue,2024-08-02,2499
RT000783,OI0012243,ORD0007789,Not as described,2024-08-02,1299
RT000784,OI0012280,ORD0007809,Arrived too late,2024-08-02,4099
RT000785,OI0012351,ORD0007855,Not as described,2024-08-02,2299
RT000786,OI0012352,ORD0007856,Size or fit issue,2024-08-02,4899
RT000787,OI0012372,ORD0007871,Not as described,2024-08-02,2294
RT000788,OI0011775,ORD0007493,Size or fit issue,2024-08-03,3099
RT000789,OI0012104,ORD0007691,Not as described,2024-08-03,1999
RT000790,OI0012112,ORD0007698,Defective or damaged,2024-08-03,1299
RT000791,OI0012176,ORD0007744,Size or fit issue,2024-08-03,4999
RT000792,OI0012279,ORD0007808,Defective or damaged,2024-08-03,6799
RT000793,OI0012400,ORD0007886,Not as described,2024-08-03,2799
RT000794,OI0012677,ORD0008062,Size or fit issue,2024-08-03,1999
RT000795,OI0012299,ORD0007820,Size or fit issue,2024-08-04,4799
RT000796,OI0012432,ORD0007907,Defective or damaged,2024-08-04,599
RT000797,OI0012636,ORD0008036,Size or fit issue,2024-08-04,3699
RT000798,OI0012657,ORD0008051,Not as described,2024-08-04,599
RT000799,OI0012668,ORD0008056,Defective or damaged,2024-08-04,1799
RT000800,OI0012773,ORD0008124,Not as described,2024-08-04,2124
RT000801,OI0012226,ORD0007780,Defective or damaged,2024-08-05,10398
RT000802,OI0012307,ORD0007826,Defective or damaged,2024-08-05,6599
RT000803,OI0012336,ORD0007848,Changed mind,2024-08-05,3799
