order_id,customer_id,order_datetime,shipping_city,payment_method,promo_code,courier,promised_delivery_date,delivered_at,order_status,shipping_fee
ORD0000193,C000042,11/01/2024 13:36,Peshawar,COD,NONE,PakRider,15/01/2024,14/01/2024 11:50,DLVD,Rs. 0
ORD0000194,C000084,11/01/2024 14:26,Karachi,COD,NONE,CityExpress,14/01/2024,14/01/2024 16:43,DLVD,Rs. 0
ORD0000195,C000276,11/01/2024 16:21,Karachi,COD,NONE,SwiftShip,14/01/2024,,RTO,Rs. 0
ORD0000196,C000273,11/01/2024 18:11,Multan,CC,NONE,PakRider,15/01/2024,14/01/2024 17:43,DLVD,Rs. 0
ORD0000197,C000271,11/01/2024 18:25,Islamabad,COD,NONE,PakRider,14/01/2024,13/01/2024 11:02,DLVD,Rs. 0
ORD0000198,C000191,11/01/2024 19:16,Lahore,WALLET,NONE,SwiftShip,14/01/2024,13/01/2024 17:01,DLVD,Rs. 0
ORD0000199,C000265,11/01/2024 20:54,Karachi,COD,WELCOME15,CityExpress,14/01/2024,14/01/2024 14:55,DLVD,Rs. 150
ORD0000200,C000220,11/01/2024 21:13,Lahore,COD,WELCOME15,SwiftShip,14/01/2024,13/01/2024 13:42,DLVD,Rs. 0
ORD0000201,C000274,11/01/2024 21:32,Hyderabad,COD,WELCOME15,RapidRoute,15/01/2024,15/01/2024 16:59,DLVD,Rs. 0
ORD0000202,C000277,11/01/2024 22:02,Karachi,Cash on Delivery,NONE,SwiftShip,14/01/2024,13/01/2024 16:45,DLVD,Rs. 0
ORD0000203,C000269,11/01/2024 22:21,Lahore,CC,WELCOME15,PakRider,14/01/2024,15/01/2024 18:33,DLVD,Rs. 0
ORD0000204,C000281,12/01/2024 02:21,Lahore,COD,NONE,CityExpress,15/01/2024,14/01/2024 12:59,DLVD,Rs. 0
ORD0000205,C000098,12/01/2024 09:15,Karachi,COD,NONE,PakRider,15/01/2024,14/01/2024 15:13,DLVD,Rs. 150
ORD0000206,C000296,12/01/2024 09:15,Hyderabad,COD,WELCOME15,PakRider,16/01/2024,16/01/2024 15:25,DLVD,Rs. 0
ORD0000207,C000288,12/01/2024 09:28,Pesh,Cash on Delivery,WELCOME15,SwiftShip,16/01/2024,14/01/2024 10:40,DLVD,Rs. 0
ORD0000208,C000224,12/01/2024 09:32,Sukkur,COD,WELCOME15,RapidRoute,18/01/2024,17/01/2024 17:06,DLVD,Rs. 220
ORD0000209,C000207,12/01/2024 12:01,Lahore,COD,NONE,RapidRoute,15/01/2024,15/01/2024 15:18,DLVD,Rs. 0
ORD0000210,C000292,12/01/2024 12:07,Hyderabad,WALLET,NONE,RapidRoute,16/01/2024,16/01/2024 19:24,DLVD,Rs. 0
ORD0000211,C000298,12/01/2024 12:49,lahore,CC,NONE,PakRider,15/01/2024,14/01/2024 17:45,DLVD,Rs. 0
ORD0000212,C000294,12/01/2024 15:18,Karachi,COD,WELCOME15,SwiftShip,15/01/2024,,RTO,Rs. 150
ORD0000213,C000019,12/01/2024 15:54,Sialkot,COD,NONE,RapidRoute,16/01/2024,17/01/2024 18:35,DLVD,Rs. 0
ORD0000214,C000286,12/01/2024 15:55,Multan,Cash on Delivery,NONE,RapidRoute,16/01/2024,16/01/2024 12:52,DLVD,Rs. 0
ORD0000215,C000083,12/01/2024 19:17,Lahore,COD,NONE,SwiftShip,15/01/2024,14/01/2024 14:19,DLVD,Rs. 0
ORD0000216,C000287,12/01/2024 19:26,Lahore,CC,NONE,SwiftShip,15/01/2024,14/01/2024 14:36,DLVD,Rs. 0
ORD0000217,C000293,12/01/2024 19:57,Karachi,Cash on Delivery,WELCOME15,CityExpress,15/01/2024,,RTO,Rs. 150
ORD0000218,C000051,12/01/2024 20:06,Sialkot,CC,NONE,RapidRoute,16/01/2024,16/01/2024 13:00,DLVD,Rs. 0
ORD0000219,C000300,12/01/2024 20:15,Karachi,COD,NONE,RapidRoute,15/01/2024,,RTO,Rs. 150
ORD0000220,C000179,12/01/2024 20:18,Karachi ,Cash on Delivery,NONE,PakRider,15/01/2024,,CNCL,Rs. 150
ORD0000221,C000283,12/01/2024 21:02,Faisalabad,COD,WELCOME15,RapidRoute,16/01/2024,16/01/2024 18:47,DLVD,Rs. 180
ORD0000222,C000165,12/01/2024 21:12,Lahore,CC,NONE,RapidRoute,15/01/2024,15/01/2024 18:35,DLVD,Rs. 0
ORD0000223,C000302,12/01/2024 21:19,Islamabad,CC,WELCOME15,PakRider,15/01/2024,15/01/2024 10:48,DLVD,Rs. 0
ORD0000224,C000202,13/01/2024 01:49,Islamabad,Cash on Delivery,NONE,PakRider,16/01/2024,16/01/2024 13:54,DLVD,Rs. 150
ORD0000225,C000319,13/01/2024 08:09,Quetta,CC,NONE,PakRider,19/01/2024,17/01/2024 17:13,DLVD,Rs. 0
ORD0000226,C000097,13/01/2024 09:07,Lahore,COD,NONE,SwiftShip,16/01/2024,15/01/2024 12:28,DLVD,Rs. 0
ORD0000227,C000158,13/01/2024 09:13,Karachi ,CC,NONE,SwiftShip,16/01/2024,14/01/2024 16:20,DLVD,Rs. 0
ORD0000228,C000310,13/01/2024 09:37,Rawalpindi,Cash on Delivery,NONE,PakRider,16/01/2024,16/01/2024 13:13,DLVD,Rs. 0
ORD0000229,C000318,13/01/2024 09:55,Karachi,CC,NONE,CityExpress,16/01/2024,,CNCL,Rs. 0
ORD0000230,C000316,13/01/2024 11:18,Karachi,COD,NONE,CityExpress,16/01/2024,15/01/2024 13:36,DLVD,Rs. 0
ORD0000231,C000108,13/01/2024 12:53,Multan,COD,NONE,PakRider,17/01/2024,16/01/2024 12:34,DLVD,Rs. 0
ORD0000232,C000184,13/01/2024 13:16,Islamabad,CC,NONE,RapidRoute,16/01/2024,17/01/2024 12:07,DLVD,Rs. 150
ORD0000233,C000209,13/01/2024 13:29,Lahore,CC,NONE,SwiftShip,16/01/2024,15/01/2024 11:48,DLVD,Rs. 0
ORD0000234,C000212,13/01/2024 14:17,Faisalabad,COD,NONE,SwiftShip,17/01/2024,16/01/2024 17:39,DLVD,Rs. 0
ORD0000235,C000279,13/01/2024 16:01,Peshawar,COD,WELCOME15,PakRider,17/01/2024,,RTO,Rs. 0
ORD0000236,C000313,13/01/2024 16:42,Multan,COD,NONE,RapidRoute,17/01/2024,17/01/2024 13:42,DLVD,Rs. 0
ORD0000237,C000320,13/01/2024 17:49,Hyderabad,COD,WELCOME15,SwiftShip,17/01/2024,15/01/2024 14:09,DLVD,Rs. 180
ORD0000238,C000211,13/01/2024 17:58,Lahore,COD,NONE,CityExpress,16/01/2024,17/01/2024 14:23,DLVD,Rs. 0
ORD0000239,C000113,13/01/2024 18:42,Lahore,COD,NONE,SwiftShip,16/01/2024,16/01/2024 16:57,DLVD,Rs. 150
ORD0000240,C000064,13/01/2024 19:23,Faisalabad,COD,WELCOME15,SwiftShip,17/01/2024,15/01/2024 15:27,DLVD,Rs. 0
ORD0000241,C000323,13/01/2024 20:22,Multan,Cash on Delivery,NONE,SwiftShip,17/01/2024,16/01/2024 11:00,DLVD,Rs. 0
ORD0000242,C000257,13/01/2024 20:32,Lahore,COD,WELCOME15,SwiftShip,16/01/2024,15/01/2024 18:46,DLVD,Rs. 0
ORD0000243,C000325,13/01/2024 20:43,Lahore,Cash on Delivery,NONE,CityExpress,16/01/2024,16/01/2024 13:35,DLVD,Rs. 0
ORD0000244,C000080,13/01/2024 21:02,Faisalabad,COD,NONE,CityExpress,17/01/2024,16/01/2024 14:37,DLVD,Rs. 180
ORD0000245,C000210,13/01/2024 21:36,Karachi,COD,NONE,RapidRoute,16/01/2024,,RTO,Rs. 0
ORD0000246,C000322,13/01/2024 21:58,Islamabad ,COD,NONE,SwiftShip,16/01/2024,15/01/2024 11:11,DLVD,Rs. 0
ORD0000247,C000094,13/01/2024 22:37,Karachi,Cash on Delivery,NONE,PakRider,16/01/2024,15/01/2024 11:20,DLVD,Rs. 150
ORD0000248,C000305,13/01/2024 23:02,Gujranwala,COD,NONE,PakRider,17/01/2024,16/01/2024 16:38,DLVD,Rs. 0
ORD0000249,C000324,13/01/2024 23:18,Rawalpindi Cantt,COD,NONE,CityExpress,16/01/2024,16/01/2024 15:23,DLVD,Rs. 0
ORD0000250,C000331,14/01/2024 00:18,Multan,WALLET,WELCOME15,SwiftShip,18/01/2024,16/01/2024 15:10,DLVD,Rs. 0
ORD0000251,C000198,14/01/2024 07:08,Karachi,COD,NONE,RapidRoute,17/01/2024,,RTO,Rs. 0
ORD0000252,C000346,14/01/2024 08:11,Peshawar,COD,NONE,PakRider,18/01/2024,18/01/2024 15:27,DLVD,Rs. 0
ORD0000253,C000031,14/01/2024 09:59,Lahore,Cash on Delivery,WELCOME15,PakRider,17/01/2024,,RTO,Rs. 0
ORD0000254,C000330,14/01/2024 11:11,Karachi,Cash on Delivery,NONE,PakRider,17/01/2024,,CNCL,Rs. 0
ORD0000255,C000344,14/01/2024 14:36,Gujranwala,Cash on Delivery,WELCOME15,PakRider,18/01/2024,19/01/2024 11:32,DLVD,Rs. 0
ORD0000256,C000336,14/01/2024 15:33,Multan,Cash on Delivery,NONE,PakRider,18/01/2024,17/01/2024 17:34,DLVD,Rs. 180
ORD0000257,C000068,14/01/2024 17:37,Peshawar,COD,NONE,CityExpress,18/01/2024,17/01/2024 18:42,DLVD,Rs. 180
ORD0000258,C000342,14/01/2024 18:47,Karachi,Cash on Delivery,NONE,SwiftShip,17/01/2024,15/01/2024 14:22,DLVD,Rs. 0
ORD0000259,C000335,14/01/2024 19:09,Multan,COD,WELCOME15,CityExpress,18/01/2024,17/01/2024 13:30,DLVD,Rs. 0
ORD0000260,C000350,14/01/2024 19:46,Lahore,COD,NONE,RapidRoute,17/01/2024,17/01/2024 18:30,DLVD,Rs. 0
ORD0000261,C000086,14/01/2024 19:59,Lahore,WALLET,NONE,RapidRoute,17/01/2024,17/01/2024 18:56,DLVD,Rs. 150
ORD0000262,C000036,14/01/2024 20:11,Karachi ,Cash on Delivery,NONE,CityExpress,17/01/2024,17/01/2024 12:52,DLVD,Rs. 0
ORD0000263,C000347,14/01/2024 20:12,Faisalabad,Cash on Delivery,WELCOME15,RapidRoute,18/01/2024,18/01/2024 14:02,DLVD,Rs. 180
ORD0000264,C000340,14/01/2024 21:45,Rawalpindi,CC,NONE,SwiftShip,17/01/2024,,DLVD,Rs. 0
ORD0000265,C000334,14/01/2024 22:04,Karachi,Cash on Delivery,NONE,CityExpress,17/01/2024,,RTO,Rs. 0
ORD0000266,C000352,15/01/2024 02:46,Karachi,COD,NONE,CityExpress,18/01/2024,18/01/2024 15:27,DLVD,Rs. 150
ORD0000267,C000355,15/01/2024 06:47,Karachi,CC,NONE,CityExpress,18/01/2024,17/01/2024 15:44,DLVD,Rs. 0
ORD0000268,C000059,15/01/2024 09:07,Faisalabad,COD,FREESHIP,PakRider,19/01/2024,18/01/2024 10:44,DLVD,Rs. 0
ORD0000268,C000059,15/01/2024 09:07,Faisalabad,COD,FREESHIP,PakRider,19/01/2024,18/01/2024 10:44,DLVD,Rs. 0
ORD0000269,C000369,15/01/2024 11:17,Gujranwala,CC,WELCOME15,CityExpress,19/01/2024,19/01/2024 11:45,DLVD,Rs. 0
ORD0000270,C000307,15/01/2024 11:43,Gujranwala,WALLET,NONE,SwiftShip,19/01/2024,20/01/2024 15:43,DLVD,Rs. 0
ORD0000271,C000193,15/01/2024 14:04,Islamabad,COD,NONE,RapidRoute,18/01/2024,,CNCL,Rs. 0
ORD0000272,C000365,15/01/2024 14:25,Multan,COD,FREESHIP,CityExpress,19/01/2024,,RTO,Rs. 0
ORD0000273,C000354,15/01/2024 15:38,Abbottabad,Cash on Delivery,WELCOME15,PakRider,21/01/2024,19/01/2024 13:57,DLVD,Rs. 0
ORD0000274,C000070,15/01/2024 15:47,Lahore,COD,NONE,RapidRoute,18/01/2024,18/01/2024 10:47,DLVD,Rs. 0
ORD0000275,C000262,15/01/2024 15:56,Lahore,WALLET,WELCOME15,SwiftShip,18/01/2024,17/01/2024 19:07,DLVD,Rs. 0
ORD0000276,C000362,15/01/2024 16:30,Sargodha,COD,FREESHIP,RapidRoute,21/01/2024,,RTO,Rs. 0
ORD0000277,C000358,15/01/2024 16:30,Sukkur,COD,NONE,RapidRoute,21/01/2024,20/01/2024 16:57,DLVD,Rs. 220
ORD0000278,C000195,15/01/2024 16:58,Rawalpindi,CC,NONE,SwiftShip,18/01/2024,17/01/2024 19:30,DLVD,Rs. 0
ORD0000279,C000363,15/01/2024 17:25,Lahore,CC,NONE,PakRider,18/01/2024,17/01/2024 12:39,DLVD,Rs. 0
ORD0000280,C000367,15/01/2024 17:43,Hyderabad,WALLET,NONE,SwiftShip,19/01/2024,18/01/2024 14:29,DLVD,Rs. 0
ORD0000281,C000353,15/01/2024 21:24,Gujranwala,Cash on Delivery,NONE,SwiftShip,19/01/2024,19/01/2024 15:49,DLVD,Rs. 180
ORD0000282,C000175,15/01/2024 21:54,Karachi,COD,NONE,CityExpress,18/01/2024,17/01/2024 19:35,DLVD,Rs. 0
ORD0000283,C000330,15/01/2024 21:58,Karachi,COD,NONE,SwiftShip,18/01/2024,16/01/2024 12:45,DLVD,Rs. 0
ORD0000284,C000232,15/01/2024 22:20,Karachi,COD,WELCOME15,SwiftShip,18/01/2024,17/01/2024 13:51,DLVD,Rs. 0
ORD0000285,C000308,15/01/2024 22:29,Lahore,CC,NONE,PakRider,18/01/2024,18/01/2024 17:21,DLVD,Rs. 150
ORD0000286,C000366,15/01/2024 22:33,Rawalpindi,CC,WELCOME15,SwiftShip,18/01/2024,16/01/2024 13:36,DLVD,Rs. 150
ORD0000287,C000371,15/01/2024 22:48,Lahore,COD,WELCOME15,SwiftShip,18/01/2024,18/01/2024 19:47,DLVD,Rs. 0
ORD0000288,C000368,15/01/2024 23:30,Faisalabad,COD,WELCOME15,SwiftShip,19/01/2024,17/01/2024 12:12,DLVD,Rs. 180
ORD0000289,C000364,15/01/2024 23:49,Karachi,COD,NONE,CityExpress,18/01/2024,17/01/2024 10:44,DLVD,Rs. 0
ORD0000290,C000389,16/01/2024 00:57,Islamabad,COD,NONE,RapidRoute,19/01/2024,21/01/2024 12:33,DLVD,Rs. 0
ORD0000291,C000372,16/01/2024 04:08,Peshawar,COD,NONE,RapidRoute,20/01/2024,20/01/2024 12:44,DLVD,Rs. 0
ORD0000292,C000386,16/01/2024 06:29,Abbottabad,COD,NONE,PakRider,22/01/2024,21/01/2024 13:59,DLVD,Rs. 0
ORD0000293,C000391,16/01/2024 09:03,Rawalpindi,COD,NONE,RapidRoute,19/01/2024,19/01/2024 11:47,DLVD,Rs. 150
ORD0000294,C000260,16/01/2024 10:30,Karachi,Cash on Delivery,WELCOME15,PakRider,19/01/2024,20/01/2024 15:23,DLVD,Rs. 0
ORD0000295,C000284,16/01/2024 11:11,RWP,COD,WELCOME15,CityExpress,19/01/2024,18/01/2024 15:55,DLVD,Rs. 150
ORD0000296,C000359,16/01/2024 11:50,Sukkur,COD,NONE,PakRider,22/01/2024,20/01/2024 11:25,DLVD,Rs. 0
ORD0000297,C000053,16/01/2024 11:50,Gujranwala,WALLET,NONE,SwiftShip,20/01/2024,19/01/2024 14:19,DLVD,Rs. 0
ORD0000298,C000332,16/01/2024 13:58,islamabad,CC,NONE,PakRider,19/01/2024,19/01/2024 12:01,DLVD,Rs. 0
ORD0000299,C000380,16/01/2024 16:57,Hyderabad,COD,NONE,CityExpress,20/01/2024,18/01/2024 17:20,DLVD,Rs. 180
ORD0000300,C000374,16/01/2024 17:02,Karachi,COD,NONE,PakRider,19/01/2024,19/01/2024 16:50,DLVD,Rs. 150
ORD0000301,C000388,16/01/2024 17:27,Karachi,Cash on Delivery,NONE,SwiftShip,19/01/2024,18/01/2024 17:49,DLVD,Rs. 0
ORD0000302,C000376,16/01/2024 17:36,Hyderabad,COD,NONE,SwiftShip,20/01/2024,20/01/2024 15:25,DLVD,Rs. 0
ORD0000303,C000382,16/01/2024 18:03,Rawalpindi Cantt,COD,NONE,SwiftShip,19/01/2024,18/01/2024 10:03,DLVD,Rs. 150
ORD0000304,C000070,16/01/2024 18:07,Lahore,WALLET,FREESHIP,CityExpress,19/01/2024,18/01/2024 12:15,DLVD,Rs. 0
ORD0000305,C000221,16/01/2024 19:34,ISB,WALLET,NONE,CityExpress,19/01/2024,18/01/2024 14:05,DLVD,Rs. 150
ORD0000306,C000310,16/01/2024 19:41,Rawalpindi,Cash on Delivery,NONE,PakRider,19/01/2024,19/01/2024 17:45,DLVD,Rs. 0
ORD0000307,C000375,16/01/2024 20:45,Lahore,COD,WELCOME15,PakRider,19/01/2024,19/01/2024 19:32,DLVD,Rs. 150
ORD0000308,C000357,16/01/2024 21:13,Faisalabad,COD,NONE,RapidRoute,20/01/2024,21/01/2024 19:10,DLVD,Rs. 0
ORD0000309,C000363,16/01/2024 21:41,Lahore,COD,NONE,SwiftShip,19/01/2024,18/01/2024 16:30,DLVD,Rs. 150
ORD0000310,C000147,16/01/2024 21:58,Lahore,COD,NONE,PakRider,19/01/2024,18/01/2024 17:51,DLVD,Rs. 0
ORD0000311,C000172,16/01/2024 22:20,Lahore,CC,NONE,PakRider,19/01/2024,20/01/2024 15:26,DLVD,Rs. 0
ORD0000312,C000377,16/01/2024 22:37,Bahawalpur,COD,NONE,PakRider,22/01/2024,20/01/2024 14:31,DLVD,Rs. 0
ORD0000313,C000334,16/01/2024 23:49,KHI,COD,NONE,SwiftShip,19/01/2024,19/01/2024 12:30,DLVD,Rs. 150
ORD0000314,C000419,17/01/2024 01:02,Lahore,COD,NONE,PakRider,20/01/2024,,CNCL,Rs. 0
ORD0000315,C000400,17/01/2024 03:03,Lahore,COD,NONE,PakRider,20/01/2024,,RTO,Rs. 150
ORD0000316,C000399,17/01/2024 06:38,Faisalabad,COD,NONE,SwiftShip,21/01/2024,20/01/2024 15:40,DLVD,Rs. 180
ORD0000317,C000056,17/01/2024 08:14,Bahawalpur,COD,NONE,PakRider,23/01/2024,22/01/2024 16:54,DLVD,Rs. 0
ORD0000318,C000373,17/01/2024 10:59,Islamabad,COD,NONE,RapidRoute,20/01/2024,20/01/2024 15:51,DLVD,Rs. 0
ORD0000319,C000412,17/01/2024 11:12,Lahore,COD,WELCOME15,SwiftShip,20/01/2024,,RTO,Rs. 0
ORD0000320,C000420,17/01/2024 11:34,Sargodha,COD,WELCOME15,CityExpress,23/01/2024,22/01/2024 17:40,DLVD,Rs. 0
ORD0000321,C000375,17/01/2024 12:56,Lahore,COD,NONE,CityExpress,20/01/2024,,RTO,Rs. 150
ORD0000322,C000398,17/01/2024 13:03,SKT,COD,NONE,PakRider,21/01/2024,21/01/2024 14:17,DLVD,Rs. 0
ORD0000323,C000413,17/01/2024 13:45,Faisalabad,CC,NONE,SwiftShip,21/01/2024,19/01/2024 19:25,DLVD,Rs. 0
ORD0000324,C000248,17/01/2024 14:38,Islamabad,COD,NONE,CityExpress,20/01/2024,20/01/2024 15:59,DLVD,Rs. 0
ORD0000325,C000323,17/01/2024 15:38,Multan,Cash on Delivery,NONE,SwiftShip,21/01/2024,20/01/2024 15:07,DLVD,Rs. 0
ORD0000326,C000402,17/01/2024 16:06,Gujranwala,COD,WELCOME15,PakRider,21/01/2024,,CNCL,Rs. 0
ORD0000327,C000108,17/01/2024 16:22,Multan,COD,NONE,PakRider,21/01/2024,,CNCL,Rs. 0
ORD0000328,C000024,17/01/2024 16:30,Abbottabad,COD,NONE,RapidRoute,23/01/2024,22/01/2024 17:50,DLVD,Rs. 0
ORD0000329,C000189,17/01/2024 17:32,Karachi,COD,NONE,SwiftShip,20/01/2024,18/01/2024 16:00,DLVD,Rs. 0
ORD0000330,C000408,17/01/2024 18:17,Multan,Cash on Delivery,NONE,PakRider,21/01/2024,,RTO,Rs. 180
ORD0000331,C000208,17/01/2024 18:28,Multan,WALLET,NONE,SwiftShip,21/01/2024,19/01/2024 10:51,DLVD,Rs. 0
ORD0000332,C000314,17/01/2024 18:47,Rawalpindi,Cash on Delivery,WELCOME15,SwiftShip,20/01/2024,19/01/2024 12:17,DLVD,Rs. 0
ORD0000333,C000285,17/01/2024 20:23,Peshawar,WALLET,WELCOME15,SwiftShip,21/01/2024,19/01/2024 19:38,DLVD,Rs. 0
ORD0000334,C000181,17/01/2024 20:44,Lahore,Cash on Delivery,NONE,RapidRoute,20/01/2024,,RTO,Rs. 0
ORD0000335,C000414,17/01/2024 21:22,Karachi,COD,WELCOME15,CityExpress,20/01/2024,,RTO,Rs. 150
ORD0000336,C000404,17/01/2024 21:38,Karachi,WALLET,WELCOME15,SwiftShip,20/01/2024,19/01/2024 18:26,DLVD,Rs. 150
ORD0000337,C000406,17/01/2024 21:40,Karachi,COD,NONE,SwiftShip,20/01/2024,,CNCL,Rs. 0
ORD0000338,C000343,17/01/2024 21:57,Lahore,WALLET,NONE,PakRider,20/01/2024,21/01/2024 11:03,DLVD,Rs. 150
ORD0000339,C000395,17/01/2024 22:03,Hyderabad,COD,NONE,SwiftShip,21/01/2024,19/01/2024 16:28,DLVD,Rs. 0
ORD0000340,C000410,17/01/2024 22:25,Lahore Cantt,Cash on Delivery,NONE,PakRider,20/01/2024,19/01/2024 13:05,DLVD,Rs. 0
ORD0000341,C000309,17/01/2024 23:17,Multan,COD,NONE,PakRider,21/01/2024,22/01/2024 19:42,DLVD,Rs. 0
ORD0000342,C000397,17/01/2024 23:54,Sialkot,Cash on Delivery,NONE,PakRider,21/01/2024,20/01/2024 10:30,DLVD,Rs. 0
ORD0000343,C000018,17/01/2024 23:59,Gujranwala,COD,NONE,RapidRoute,21/01/2024,,RTO,Rs. 180
ORD0000344,C000183,18/01/2024 02:37,Islamabad,COD,NONE,CityExpress,21/01/2024,,RTO,Rs. 0
ORD0000345,C000375,18/01/2024 07:32,Lahore,COD,NONE,SwiftShip,21/01/2024,20/01/2024 12:17,DLVD,Rs. 0
ORD0000346,C000442,18/01/2024 09:41,Karachi,CC,NONE,SwiftShip,21/01/2024,20/01/2024 11:33,DLVD,Rs. 0
ORD0000347,C000423,18/01/2024 11:09,,COD,NONE,RapidRoute,21/01/2024,22/01/2024 13:01,DLVD,Rs. 150
ORD0000348,C000422,18/01/2024 13:13,Faisalabad,COD,NONE,SwiftShip,22/01/2024,21/01/2024 11:23,DLVD,Rs. 0
ORD0000349,C000421,18/01/2024 17:24,Bahawalpur,Cash on Delivery,WELCOME15,PakRider,24/01/2024,22/01/2024 16:03,DLVD,Rs. 0
ORD0000350,C000444,18/01/2024 17:26,Abbottabad,Cash on Delivery,NONE,SwiftShip,24/01/2024,21/01/2024 14:33,DLVD,Rs. 0
ORD0000351,C000447,18/01/2024 17:27,Multan,COD,NONE,SwiftShip,22/01/2024,21/01/2024 16:35,DLVD,Rs. 0
ORD0000352,C000284,18/01/2024 17:35,Rawalpindi,COD,NONE,PakRider,21/01/2024,21/01/2024 17:02,DLVD,Rs. 0
ORD0000353,C000428,18/01/2024 17:41,Karachi,COD,NONE,SwiftShip,21/01/2024,20/01/2024 19:48,DLVD,Rs. 0
ORD0000354,C000443,18/01/2024 18:14,Lahore,COD,NONE,SwiftShip,21/01/2024,,RTO,Rs. 0
ORD0000355,C000243,18/01/2024 18:42,Rawalpindi,COD,NONE,SwiftShip,21/01/2024,,RTO,Rs. 0
ORD0000356,C000438,18/01/2024 18:57,lahore,Cash on Delivery,NONE,SwiftShip,21/01/2024,20/01/2024 15:12,DLVD,Rs. 0
ORD0000357,C000342,18/01/2024 19:40,Karachi,COD,NONE,PakRider,21/01/2024,21/01/2024 13:02,DLVD,Rs. 150
ORD0000358,C000424,18/01/2024 20:17,Lahore,COD,WELCOME15,SwiftShip,21/01/2024,21/01/2024 16:21,DLVD,Rs. 0
ORD0000359,C000446,18/01/2024 20:21,Karachi,COD,WELCOME15,PakRider,21/01/2024,20/01/2024 14:33,DLVD,Rs. 0
ORD0000360,C000445,18/01/2024 20:26,peshawar,COD,NONE,PakRider,22/01/2024,21/01/2024 14:32,DLVD,Rs. 0
ORD0000361,C000019,18/01/2024 20:59,Sialkot,COD,NONE,RapidRoute,22/01/2024,22/01/2024 19:31,DLVD,Rs. 180
ORD0000362,C000429,18/01/2024 21:14,Lahore,COD,NONE,PakRider,21/01/2024,,RTO,Rs. 150
ORD0000363,C000370,18/01/2024 21:16,Lahore,Cash on Delivery,WELCOME15,SwiftShip,21/01/2024,,RTO,Rs. 0
ORD0000364,C000416,18/01/2024 21:26,Rawalpindi,Cash on Delivery,NONE,PakRider,21/01/2024,,RTO,Rs. 0
ORD0000365,C000427,18/01/2024 21:34,Sargodha,COD,NONE,PakRider,24/01/2024,22/01/2024 18:49,DLVD,Rs. 0
ORD0000366,C000465,19/01/2024 01:47,Lahore,Cash on Delivery,WELCOME15,PakRider,22/01/2024,21/01/2024 10:02,DLVD,Rs. 150
ORD0000367,C000303,19/01/2024 07:56,Multan,WALLET,NONE,RapidRoute,23/01/2024,23/01/2024 18:13,DLVD,Rs. 0
ORD0000368,C000464,19/01/2024 09:04,Sukkur,COD,NONE,RapidRoute,25/01/2024,25/01/2024 12:50,DLVD,Rs. 220
ORD0000369,C000435,19/01/2024 09:24,Islamabad ,COD,WELCOME15,SwiftShip,22/01/2024,20/01/2024 18:07,DLVD,Rs. 0
ORD0000370,C000361,19/01/2024 10:11,Lahore,CC,WELCOME15,SwiftShip,22/01/2024,22/01/2024 15:41,DLVD,Rs. 150
ORD0000371,C000455,19/01/2024 10:17,Lahore,CC,NONE,CityExpress,22/01/2024,21/01/2024 10:22,DLVD,Rs. 0
ORD0000372,C000453,19/01/2024 10:33,Sialkot,COD,NONE,PakRider,23/01/2024,23/01/2024 12:17,DLVD,Rs. 0
ORD0000373,C000463,19/01/2024 10:38,Karachi,COD,NONE,CityExpress,22/01/2024,,RTO,Rs. 0
ORD0000374,C000338,19/01/2024 10:43,Islamabad,Cash on Delivery,NONE,CityExpress,22/01/2024,,RTO,Rs. 0
ORD0000375,C000145,19/01/2024 10:50,Sargodha,COD,NONE,PakRider,25/01/2024,23/01/2024 13:27,DLVD,Rs. 0
ORD0000376,C000456,19/01/2024 10:50,Sialkot,COD,NONE,PakRider,23/01/2024,22/01/2024 12:04,DLVD,Rs. 0
ORD0000377,C000403,19/01/2024 10:51,Gujranwala,COD,WELCOME15,CityExpress,23/01/2024,22/01/2024 14:32,DLVD,Rs. 0
ORD0000378,C000167,19/01/2024 11:01,Rawalpindi,COD,NONE,SwiftShip,22/01/2024,21/01/2024 13:43,DLVD,Rs. 0
ORD0000379,C000448,19/01/2024 11:28,Karachi,COD,NONE,PakRider,22/01/2024,21/01/2024 18:40,DLVD,Rs. 150
ORD0000380,C000107,19/01/2024 12:09,Karachi,COD,NONE,CityExpress,22/01/2024,,RTO,Rs. 0
ORD0000381,C000393,19/01/2024 12:14,Peshawar,COD,NONE,PakRider,23/01/2024,,CNCL,Rs. 180
ORD0000382,C000035,19/01/2024 12:36,Karachi,COD,FREESHIP,RapidRoute,22/01/2024,22/01/2024 10:30,DLVD,Rs. 0
ORD0000383,C000116,19/01/2024 13:06,Lahore,COD,WELCOME15,RapidRoute,22/01/2024,,CNCL,Rs. 0
ORD0000384,C000462,19/01/2024 14:10,Sialkot,Cash on Delivery,WELCOME15,SwiftShip,23/01/2024,22/01/2024 11:42,DLVD,Rs. 180
ORD0000385,C000392,19/01/2024 14:34,Islamabad,COD,NONE,CityExpress,22/01/2024,21/01/2024 11:35,DLVD,Rs. 0
ORD0000386,C000181,19/01/2024 15:32,Lahore Cantt,WALLET,NONE,PakRider,22/01/2024,22/01/2024 10:18,DLVD,Rs. 0
ORD0000387,C000440,19/01/2024 15:43,Karachi,COD,NONE,CityExpress,22/01/2024,21/01/2024 12:39,DLVD,Rs. 0
