customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,segment
C008163,582,2,2780.0,1,3,2,At risk
C022661,230,1,2785.0,3,1,2,Needs attention
C009283,575,3,2786.0,2,4,2,At risk
C006297,663,2,2788.0,1,3,2,At risk
C024396,214,1,2795.0,3,1,2,Needs attention
C023711,217,1,2796.0,3,1,2,Needs attention
C003480,767,1,2797.0,1,1,2,Lost
C012044,504,1,2797.0,2,1,2,Lost
C018248,313,2,2797.0,3,3,2,Loyal
C024796,23,3,2797.0,5,4,2,Champions
C002104,805,1,2798.0,1,1,2,Lost
C008062,609,1,2798.0,1,1,2,Lost
C008313,540,2,2798.0,2,3,2,At risk
C009626,574,1,2798.0,2,1,2,Lost
C010303,557,1,2798.0,2,1,2,Lost
C019725,305,1,2798.0,3,1,2,Needs attention
C022668,234,1,2798.0,3,1,2,Needs attention
C026648,156,2,2798.0,4,3,2,Loyal
C028488,136,2,2798.0,4,3,2,Loyal
C030333,103,1,2798.0,4,1,2,New or promising
C031183,82,1,2798.0,5,1,2,New or promising
C001493,849,1,2799.0,1,1,2,Lost
C001865,831,1,2799.0,1,1,2,Lost
C002778,783,1,2799.0,1,1,2,Lost
C003762,756,1,2799.0,1,1,2,Lost
C005578,682,1,2799.0,1,1,2,Lost
C006665,618,2,2799.0,1,3,2,At risk
C007108,638,1,2799.0,1,1,2,Lost
C007595,623,1,2799.0,1,1,2,Lost
C008893,289,1,2799.0,3,1,2,Needs attention
C010150,548,1,2799.0,2,1,2,Lost
C010780,541,1,2799.0,2,1,2,Lost
C011731,514,1,2799.0,2,1,2,Lost
C012174,495,1,2799.0,2,1,2,Lost
C012264,497,1,2799.0,2,1,2,Lost
C013107,457,1,2799.0,2,1,2,Lost
C013294,441,2,2799.0,2,3,2,At risk
C013410,463,1,2799.0,2,1,2,Lost
C013628,301,1,2799.0,3,1,2,Needs attention
C014320,432,1,2799.0,2,1,2,Lost
C014421,436,1,2799.0,2,1,2,Lost
C015235,415,1,2799.0,2,1,2,Lost
C017816,346,1,2799.0,3,1,2,Needs attention
C018591,329,1,2799.0,3,1,2,Needs attention
C018787,324,1,2799.0,3,1,2,Needs attention
C021046,273,1,2799.0,3,1,2,Needs attention
C021584,260,1,2799.0,3,1,2,Needs attention
C023477,229,1,2799.0,3,1,2,Needs attention
C026337,180,1,2799.0,4,1,2,New or promising
C027203,161,1,2799.0,4,1,2,New or promising
C027328,130,2,2799.0,4,3,2,Loyal
C027923,145,1,2799.0,4,1,2,New or promising
C028578,132,1,2799.0,4,1,2,New or promising
C028690,134,1,2799.0,4,1,2,New or promising
C029805,110,1,2799.0,4,1,2,New or promising
C031060,30,1,2799.0,5,1,2,New or promising
C032829,33,1,2799.0,5,1,2,New or promising
C033484,44,1,2799.0,5,1,2,New or promising
C033927,36,1,2799.0,5,1,2,New or promising
C034849,20,1,2799.0,5,1,2,New or promising
C034917,18,1,2799.0,5,1,2,New or promising
C034921,18,1,2799.0,5,1,2,New or promising
C035530,7,1,2799.0,5,1,2,New or promising
C035778,3,1,2799.0,5,1,2,New or promising
C019652,306,1,2801.0,3,1,2,Needs attention
C002758,787,1,2803.0,1,1,2,Lost
C015771,401,1,2803.0,2,1,2,Lost
C016948,368,1,2803.0,3,1,2,Needs attention
C020522,285,1,2803.0,3,1,2,Needs attention
C031742,77,1,2803.0,5,1,2,New or promising
C000017,911,1,2804.0,1,1,2,Lost
C001425,851,1,2804.0,1,1,2,Lost
C002120,820,1,2804.0,1,1,2,Lost
C003887,751,1,2804.0,1,1,2,Lost
C005266,701,1,2804.0,1,1,2,Lost
C005521,692,1,2804.0,1,1,2,Lost
C007633,621,1,2804.0,1,1,2,Lost
C008103,608,1,2804.0,1,1,2,Lost
C008589,596,1,2804.0,1,1,2,Lost
C012238,498,1,2804.0,2,1,2,Lost
C012567,489,1,2804.0,2,1,2,Lost
C014046,446,1,2804.0,2,1,2,Lost
C015916,396,1,2804.0,2,1,2,Lost
C017405,356,1,2804.0,3,1,2,Needs attention
C018370,117,2,2804.0,4,3,2,Loyal
C022494,241,1,2804.0,3,1,2,Needs attention
C022620,238,1,2804.0,3,1,2,Needs attention
C023144,231,1,2804.0,3,1,2,Needs attention
C024318,214,1,2804.0,3,1,2,Needs attention
C026877,169,1,2804.0,4,1,2,New or promising
C027520,154,2,2804.0,4,3,2,Loyal
C028415,139,1,2804.0,4,1,2,New or promising
C029032,127,1,2804.0,4,1,2,New or promising
C029953,108,1,2804.0,4,1,2,New or promising
C030203,101,1,2804.0,4,1,2,New or promising
C031114,49,1,2804.0,5,1,2,New or promising
C033802,38,1,2804.0,5,1,2,New or promising
C034858,14,1,2804.0,5,1,2,New or promising
C035555,7,1,2804.0,5,1,2,New or promising
C013864,436,2,2808.0,2,3,2,At risk
C014839,186,2,2808.0,4,3,2,Loyal
C025949,54,2,2808.0,5,3,2,Loyal
C023125,231,1,2814.0,3,1,2,Needs attention
C005843,684,1,2815.0,1,1,2,Lost
C005367,615,2,2826.0,1,3,2,At risk
C013372,464,1,2832.0,2,1,2,Lost
C026456,91,2,2838.0,4,3,2,Loyal
C031860,56,2,2843.0,5,3,2,Loyal
C009904,566,1,2844.0,2,1,2,Lost
C025078,185,1,2844.0,4,1,2,New or promising
C005199,703,1,2845.0,1,1,2,Lost
C023636,226,1,2845.0,3,1,2,Needs attention
C014172,312,2,2846.0,3,3,2,Loyal
C014758,373,1,2846.0,2,1,2,Lost
C027402,158,1,2846.0,4,1,2,New or promising
C030632,97,1,2846.0,4,1,2,New or promising
C034558,24,1,2846.0,5,1,2,New or promising
C001121,864,1,2847.0,1,1,2,Lost
C006760,651,1,2847.0,1,1,2,Lost
C010304,467,3,2847.0,2,4,2,At risk
C010744,497,3,2847.0,2,4,2,At risk
C021937,240,1,2847.0,3,1,2,Needs attention
C023812,222,1,2847.0,3,1,2,Needs attention
C026126,185,1,2847.0,4,1,2,New or promising
C028400,114,3,2847.0,4,4,2,Champions
C030863,88,1,2847.0,4,1,2,New or promising
C003633,760,1,2848.0,1,1,2,Lost
C012860,477,1,2848.0,2,1,2,Lost
C015876,313,2,2848.0,3,3,2,Loyal
C018730,326,1,2848.0,3,1,2,Needs attention
C018934,321,1,2848.0,3,1,2,Needs attention
C030435,102,1,2848.0,4,1,2,New or promising
C009418,578,1,2851.0,2,1,2,Lost
C023719,200,1,2858.0,4,1,2,New or promising
C024519,213,1,2858.0,3,1,2,Needs attention
C008930,578,1,2868.0,2,1,2,Lost
C009423,544,2,2868.0,2,3,2,At risk
C029861,102,2,2868.0,4,3,2,Loyal
C029655,112,1,2878.0,4,1,2,New or promising
C000815,813,1,2879.0,1,1,2,Lost
C027173,120,1,2879.0,4,1,2,New or promising
C029496,114,1,2879.0,4,1,2,New or promising
C029848,109,1,2879.0,4,1,2,New or promising
C030199,102,1,2879.0,4,1,2,New or promising
C008148,578,1,2880.0,2,1,2,Lost
C023359,230,1,2882.0,3,1,2,Needs attention
C023212,231,1,2884.0,3,1,2,Needs attention
C031082,88,1,2886.0,4,1,2,New or promising
C012464,491,1,2888.0,2,1,2,Lost
C018405,333,1,2888.0,3,1,2,Needs attention
C019897,301,1,2888.0,3,1,2,Needs attention
C032743,58,1,2888.0,5,1,2,New or promising
C032764,51,1,2888.0,5,1,2,New or promising
C033757,3,1,2888.0,5,1,2,New or promising
C000260,896,1,2889.0,1,1,2,Lost
C001458,850,1,2889.0,1,1,2,Lost
C004600,725,1,2889.0,1,1,2,Lost
C005526,692,1,2889.0,1,1,2,Lost
C010711,539,1,2889.0,2,1,2,Lost
C014254,440,1,2889.0,2,1,2,Lost
C014255,440,1,2889.0,2,1,2,Lost
C017324,308,1,2889.0,3,1,2,Needs attention
C023748,224,1,2889.0,3,1,2,Needs attention
C030044,107,1,2889.0,4,1,2,New or promising
C030454,101,1,2889.0,4,1,2,New or promising
C033686,31,1,2889.0,5,1,2,New or promising
C034547,24,1,2889.0,5,1,2,New or promising
C023809,200,2,2896.0,4,3,2,Loyal
C029555,110,2,2896.0,4,3,2,Loyal
C002980,776,1,2897.0,1,1,2,Lost
C008635,596,1,2897.0,1,1,2,Lost
C008291,592,1,2898.0,1,1,2,Lost
C012196,477,2,2898.0,2,3,2,At risk
C013740,428,2,2898.0,2,3,2,At risk
C014872,425,1,2898.0,2,1,2,Lost
C016780,373,1,2898.0,2,1,2,Lost
C017970,320,2,2898.0,3,3,2,Loyal
C026444,178,1,2898.0,4,1,2,New or promising
C033555,42,1,2898.0,5,1,2,New or promising
C001879,810,1,2899.0,1,1,2,Lost
C004151,742,1,2899.0,1,1,2,Lost
C004542,726,2,2899.0,1,3,2,At risk
C004970,712,1,2899.0,1,1,2,Lost
C006931,642,1,2899.0,1,1,2,Lost
C009633,570,1,2899.0,2,1,2,Lost
C010406,549,1,2899.0,2,1,2,Lost
C010943,532,1,2899.0,2,1,2,Lost
C011207,486,1,2899.0,2,1,2,Lost
C011744,513,1,2899.0,2,1,2,Lost
C012058,499,1,2899.0,2,1,2,Lost
C012240,498,1,2899.0,2,1,2,Lost
C013503,458,1,2899.0,2,1,2,Lost
C014964,422,1,2899.0,2,1,2,Lost
C016647,370,1,2899.0,2,1,2,Lost
C016678,375,1,2899.0,2,1,2,Lost
C016909,369,1,2899.0,3,1,2,Needs attention
C018246,57,1,2899.0,5,1,2,New or promising
C018698,326,1,2899.0,3,1,2,Needs attention
C019356,314,1,2899.0,3,1,2,Needs attention
C020795,190,1,2899.0,4,1,2,New or promising
C022705,237,1,2899.0,3,1,2,Needs attention
C023130,231,1,2899.0,3,1,2,Needs attention
C023648,226,1,2899.0,3,1,2,Needs attention
C023778,223,1,2899.0,3,1,2,Needs attention
C026261,182,1,2899.0,4,2,2,New or promising
C026797,171,1,2899.0,4,2,2,New or promising
C030176,105,1,2899.0,4,2,2,New or promising
C030538,93,1,2899.0,4,2,2,New or promising
C031888,73,1,2899.0,5,2,2,New or promising
C032217,26,1,2899.0,5,2,2,New or promising
C033009,53,1,2899.0,5,2,2,New or promising
C033713,40,1,2899.0,5,2,2,New or promising
C033897,37,1,2899.0,5,2,2,New or promising
C034081,33,1,2899.0,5,2,2,New or promising
C034466,22,1,2899.0,5,2,2,New or promising
C034494,25,1,2899.0,5,2,2,New or promising
C035282,12,1,2899.0,5,2,2,New or promising
C035796,3,1,2899.0,5,2,2,New or promising
C023207,208,2,2902.0,4,3,2,Loyal
C022961,232,1,2915.0,3,2,2,Needs attention
C019026,320,1,2921.0,3,2,2,Needs attention
C008610,578,2,2923.0,2,3,2,At risk
C025352,199,1,2926.0,4,2,2,New or promising
C023309,231,1,2929.0,3,2,2,Needs attention
C009325,578,1,2930.0,2,2,2,Lost
C006741,652,1,2931.0,1,2,2,Lost
C010693,543,1,2931.0,2,2,2,Lost
C016129,390,1,2931.0,2,2,2,Lost
C017866,345,1,2931.0,3,2,2,Needs attention
C028705,127,1,2931.0,4,2,2,New or promising
C033846,38,1,2931.0,5,2,2,New or promising
C014934,315,3,2939.0,3,4,2,Loyal
C003148,780,1,2946.0,1,2,2,Lost
C019445,309,1,2946.0,3,2,2,Needs attention
C026665,142,2,2946.0,4,3,2,Loyal
C005953,681,1,2947.0,1,2,2,Lost
C006588,593,2,2947.0,1,3,2,At risk
C010423,426,3,2947.0,2,4,2,At risk
C019999,176,1,2947.0,4,2,2,New or promising
C021548,261,1,2947.0,3,2,2,Needs attention
C028722,111,2,2947.0,4,3,2,Loyal
C000132,906,1,2948.0,1,2,2,Lost
C000340,898,1,2948.0,1,2,2,Lost
C004154,737,1,2948.0,1,2,2,Lost
C005308,677,2,2948.0,1,3,2,At risk
C007917,205,2,2948.0,4,3,2,Loyal
C009457,574,1,2948.0,2,2,2,Lost
C009560,576,1,2948.0,2,2,2,Lost
C010371,499,2,2948.0,2,3,2,At risk
C013445,390,1,2948.0,2,2,2,Lost
C013772,453,1,2948.0,2,2,2,Lost
C021485,262,1,2948.0,3,2,2,Needs attention
C022127,210,2,2948.0,4,3,2,Loyal
C022436,226,1,2948.0,3,2,2,Needs attention
C024514,208,1,2948.0,4,2,2,New or promising
C026178,165,2,2948.0,4,3,2,Loyal
C029002,105,3,2948.0,4,4,2,Champions
C029211,50,1,2948.0,5,2,2,New or promising
C029950,101,1,2948.0,4,2,2,New or promising
C031337,84,1,2948.0,5,2,2,New or promising
C031418,82,1,2948.0,5,2,2,New or promising
C032360,60,1,2948.0,5,2,2,New or promising
C035328,11,1,2948.0,5,2,2,New or promising
C026366,150,2,2951.0,4,3,2,Loyal
C024258,214,1,2953.0,3,2,2,Needs attention
C034069,28,2,2953.0,5,3,2,Loyal
C031753,8,2,2958.0,5,3,2,Loyal
C028943,124,2,2963.0,4,3,2,Loyal
C035594,6,1,2972.0,5,2,2,New or promising
C004008,747,1,2973.0,1,2,2,Lost
C006714,653,1,2973.0,1,2,2,Lost
C013778,454,1,2973.0,2,2,2,Lost
C031040,80,1,2973.0,5,2,2,New or promising
C000082,908,1,2974.0,1,2,2,Lost
C004283,691,1,2974.0,1,2,2,Lost
C004534,726,1,2974.0,1,2,2,Lost
C004621,725,1,2974.0,1,2,2,Lost
C006453,663,1,2974.0,1,2,2,Lost
C007886,614,1,2974.0,1,2,2,Lost
C008140,606,1,2974.0,1,2,2,Lost
C008503,586,1,2974.0,1,2,2,Lost
C008685,565,2,2974.0,2,3,2,At risk
C009321,578,1,2974.0,2,2,2,Lost
C010401,533,1,2974.0,2,2,2,Lost
C010531,549,1,2974.0,2,2,2,Lost
C010611,547,1,2974.0,2,2,2,Lost
C011927,502,1,2974.0,2,2,2,Lost
C011955,506,1,2974.0,2,2,2,Lost
C012252,497,1,2974.0,2,2,2,Lost
C012998,466,1,2974.0,2,2,2,Lost
C015046,419,1,2974.0,2,2,2,Lost
C015250,415,1,2974.0,2,2,2,Lost
C015808,398,1,2974.0,2,2,2,Lost
C015863,398,1,2974.0,2,2,2,Lost
C016816,366,1,2974.0,3,2,2,Needs attention
C017118,353,1,2974.0,3,2,2,Needs attention
C018065,340,1,2974.0,3,2,2,Needs attention
C019214,317,1,2974.0,3,2,2,Needs attention
C019223,307,1,2974.0,3,2,2,Needs attention
C020320,252,1,2974.0,3,2,2,Needs attention
C024483,211,1,2974.0,4,2,2,New or promising
C024973,203,1,2974.0,4,2,2,New or promising
C025016,173,2,2974.0,4,3,2,Loyal
C026218,183,1,2974.0,4,2,2,New or promising
C028512,137,1,2974.0,4,2,2,New or promising
C029573,115,1,2974.0,4,2,2,New or promising
C030226,102,1,2974.0,4,2,2,New or promising
C030821,92,1,2974.0,4,2,2,New or promising
C031235,86,1,2974.0,4,2,2,New or promising
C031657,73,1,2974.0,5,2,2,New or promising
C032333,24,1,2974.0,5,2,2,New or promising
C032561,55,1,2974.0,5,2,2,New or promising
C032817,57,1,2974.0,5,2,2,New or promising
C033244,49,1,2974.0,5,2,2,New or promising
C033960,36,1,2974.0,5,2,2,New or promising
C034818,20,1,2974.0,5,2,2,New or promising
C035525,7,1,2974.0,5,2,2,New or promising
C023583,216,2,2976.0,3,3,2,Loyal
C022615,214,1,2981.0,3,2,2,Needs attention
C023471,213,2,2984.0,3,3,2,Loyal
C019555,224,2,2988.0,3,3,2,Loyal
C008027,577,2,2990.0,2,3,2,At risk
C012790,321,2,2992.0,3,3,2,Loyal
C013350,453,1,2996.0,2,2,2,Lost
C020120,183,3,2996.0,4,4,2,Champions
C020111,265,2,2997.0,3,3,2,Loyal
C021851,123,3,2997.0,4,4,2,Champions
C026840,150,2,2997.0,4,3,2,Loyal
C029938,101,1,2997.0,4,2,2,New or promising
C000696,883,1,2998.0,1,2,2,Lost
C003601,740,2,2998.0,1,3,2,At risk
C005544,691,1,2998.0,1,2,2,Lost
C007836,612,1,2998.0,1,2,2,Lost
C008021,578,2,2998.0,2,3,2,At risk
C008093,586,2,2998.0,1,3,2,At risk
C008600,235,2,2998.0,3,3,2,Loyal
C011615,511,1,2998.0,2,2,2,Lost
C014700,383,1,2998.0,2,2,2,Lost
C015474,409,1,2998.0,2,2,2,Lost
C015662,289,3,2998.0,3,4,2,Loyal
C017827,346,1,2998.0,3,2,2,Needs attention
C018044,313,2,2998.0,3,3,2,Loyal
C021737,257,1,2998.0,3,2,2,Needs attention
C024025,208,1,2998.0,4,2,2,New or promising
C027406,157,1,2998.0,4,2,2,New or promising
C029180,53,2,2998.0,5,3,2,Loyal
C032363,57,1,2998.0,5,2,2,New or promising
C032826,53,1,2998.0,5,2,2,New or promising
C034052,33,1,2998.0,5,2,2,New or promising
C034861,19,1,2998.0,5,2,2,New or promising
C000254,902,1,2999.0,1,2,2,Lost
C000932,865,1,2999.0,1,2,2,Lost
C001126,864,1,2999.0,1,2,2,Lost
C001513,842,1,2999.0,1,2,2,Lost
C002212,804,1,2999.0,1,2,2,Lost
C002591,726,1,2999.0,1,2,2,Lost
C002716,798,1,2999.0,1,2,2,Lost
C003358,757,1,2999.0,1,2,2,Lost
C003623,758,1,2999.0,1,2,2,Lost
C003659,759,1,2999.0,1,2,2,Lost
C003729,757,1,2999.0,1,2,2,Lost
C004941,707,1,2999.0,1,2,2,Lost
C005901,683,1,2999.0,1,2,2,Lost
C007085,639,1,2999.0,1,2,2,Lost
C007237,615,2,2999.0,1,3,2,At risk
C007292,632,1,2999.0,1,2,2,Lost
C008907,565,1,2999.0,2,2,2,Lost
C008918,591,1,2999.0,1,2,2,Lost
C009312,570,1,2999.0,2,2,2,Lost
C009523,577,1,2999.0,2,2,2,Lost
C009539,577,1,2999.0,2,2,2,Lost
C009683,561,1,2999.0,2,2,2,Lost
C012097,502,1,2999.0,2,2,2,Lost
C012131,501,1,2999.0,2,2,2,Lost
C013211,468,1,2999.0,2,2,2,Lost
C015821,384,1,2999.0,2,2,2,Lost
C016426,318,2,2999.0,3,3,2,Loyal
C017049,365,1,2999.0,3,2,2,Needs attention
C017423,356,1,2999.0,3,2,2,Needs attention
C017770,346,1,2999.0,3,2,2,Needs attention
C018706,326,1,2999.0,3,2,2,Needs attention
C018961,311,1,2999.0,3,2,2,Needs attention
C020423,288,1,2999.0,3,2,2,Needs attention
C021308,266,1,2999.0,3,2,2,Needs attention
C021697,258,1,2999.0,3,2,2,Needs attention
C023585,224,1,2999.0,3,2,2,Needs attention
C023702,178,1,2999.0,4,2,2,New or promising
C023899,220,1,2999.0,3,2,2,Needs attention
C024326,89,1,2999.0,4,2,2,New or promising
C024417,214,1,2999.0,3,2,2,Needs attention
C024623,210,1,2999.0,4,2,2,New or promising
C025242,195,1,2999.0,4,2,2,New or promising
C025579,195,1,2999.0,4,2,2,New or promising
C025800,188,1,2999.0,4,2,2,New or promising
C027732,151,1,2999.0,4,2,2,New or promising
C028257,79,1,2999.0,5,2,2,New or promising
C028489,137,1,2999.0,4,2,2,New or promising
C028920,127,1,2999.0,4,2,2,New or promising
C029676,112,1,2999.0,4,2,2,New or promising
C030299,73,1,2999.0,5,2,2,New or promising
C030767,94,1,2999.0,4,2,2,New or promising
C031284,71,1,2999.0,5,2,2,New or promising
C032081,70,1,2999.0,5,2,2,New or promising
C033051,51,1,2999.0,5,2,2,New or promising
C033104,51,1,2999.0,5,2,2,New or promising
C034787,21,1,2999.0,5,2,2,New or promising
C034913,19,1,2999.0,5,2,2,New or promising
C035128,15,1,2999.0,5,2,2,New or promising
C004143,709,2,3003.0,1,3,2,At risk
C021426,166,2,3003.0,4,3,2,Loyal
C009320,578,1,3004.0,2,2,2,Lost
C009444,577,1,3006.0,2,2,2,Lost
C028098,107,2,3008.0,4,3,2,Loyal
C005731,683,1,3016.0,1,2,2,Lost
C017164,361,1,3016.0,3,2,2,Needs attention
C017888,345,1,3016.0,3,2,2,Needs attention
C024288,214,1,3016.0,3,2,2,Needs attention
C008887,578,2,3031.0,2,3,2,At risk
C009384,578,1,3035.0,2,2,2,Lost
C025315,200,1,3035.0,4,2,2,New or promising
C008747,595,1,3038.0,1,2,2,Lost
C024826,204,2,3038.0,4,3,2,Loyal
C031137,69,2,3046.0,5,3,2,Loyal
C012389,493,1,3047.0,2,2,2,Lost
C000157,905,1,3048.0,1,2,2,Lost
C003021,786,1,3048.0,1,2,2,Lost
C003057,784,1,3048.0,1,2,2,Lost
C005307,700,1,3048.0,1,2,2,Lost
C006150,485,2,3048.0,2,3,2,At risk
C006885,575,2,3048.0,2,3,2,At risk
C007940,542,1,3048.0,2,2,2,Lost
C008154,603,1,3048.0,1,2,2,Lost
C008465,596,1,3048.0,1,2,2,Lost
C010991,536,1,3048.0,2,2,2,Lost
C012517,484,1,3048.0,2,2,2,Lost
C015472,406,1,3048.0,2,2,2,Lost
C015586,346,2,3048.0,3,3,2,Loyal
C016137,384,2,3048.0,2,3,2,At risk
C030243,104,1,3048.0,4,2,2,New or promising
C034522,25,1,3048.0,5,2,2,New or promising
C035122,15,1,3048.0,5,2,2,New or promising
C022288,223,2,3052.0,3,3,2,Loyal
C002420,808,2,3053.0,1,3,2,At risk
C018255,307,2,3053.0,3,3,2,Loyal
C029669,112,1,3057.0,4,2,2,New or promising
C001200,861,1,3058.0,1,2,2,Lost
C012884,479,1,3058.0,2,2,2,Lost
C012886,458,1,3058.0,2,2,2,Lost
C034437,17,1,3058.0,5,2,2,New or promising
C005142,703,1,3059.0,1,2,2,Lost
C007598,596,1,3059.0,1,2,2,Lost
C008495,597,1,3059.0,1,2,2,Lost
C008818,591,1,3059.0,1,2,2,Lost
C009090,586,1,3059.0,1,2,2,Lost
C010936,537,1,3059.0,2,2,2,Lost
C011898,505,1,3059.0,2,2,2,Lost
C013502,458,1,3059.0,2,2,2,Lost
C014186,379,1,3059.0,2,2,2,Lost
C014570,426,2,3059.0,2,3,2,At risk
C016198,389,1,3059.0,2,2,2,Lost
C017643,351,1,3059.0,3,2,2,Needs attention
C018159,314,1,3059.0,3,2,2,Needs attention
C022094,250,1,3059.0,3,2,2,Needs attention
C022685,237,1,3059.0,3,2,2,Needs attention
C023739,224,1,3059.0,3,2,2,Needs attention
C026909,169,1,3059.0,4,2,2,New or promising
C030590,90,1,3059.0,4,2,2,New or promising
C031438,0,1,3059.0,5,2,2,New or promising
C031891,73,1,3059.0,5,2,2,New or promising
C032960,1,1,3059.0,5,2,2,New or promising
C033285,48,1,3059.0,5,2,2,New or promising
C033570,43,1,3059.0,5,2,2,New or promising
C032143,23,2,3061.0,5,3,2,Loyal
C009403,578,1,3076.0,2,2,2,Lost
C001466,708,3,3079.0,1,4,2,At risk
C013846,386,2,3088.0,2,3,2,At risk
C012086,455,2,3093.0,2,3,2,At risk
C018925,321,1,3093.0,3,2,2,Needs attention
C033255,30,2,3093.0,5,3,2,Loyal
C008543,596,1,3095.0,1,2,2,Lost
C017892,322,2,3096.0,3,3,2,Loyal
C003868,747,2,3097.0,1,3,2,At risk
C007348,630,1,3097.0,1,2,2,Lost
C010471,502,3,3097.0,2,4,2,At risk
C012294,476,1,3097.0,2,2,2,Lost
C018905,129,3,3097.0,4,4,2,Champions
C020882,130,2,3097.0,4,3,2,Loyal
C026821,170,1,3097.0,4,2,2,New or promising
C028211,143,1,3097.0,4,2,2,New or promising
C028602,0,1,3097.0,5,2,2,New or promising
C007959,606,1,3098.0,1,2,2,Lost
C011217,448,2,3098.0,2,3,2,At risk
C018620,325,2,3098.0,3,3,2,Loyal
C019943,298,2,3098.0,3,3,2,Loyal
C021912,231,1,3098.0,3,2,2,Needs attention
C024953,190,2,3098.0,4,3,2,Loyal
C026586,121,2,3098.0,4,3,2,Loyal
C027643,147,2,3098.0,4,3,2,Loyal
C029593,103,2,3098.0,4,3,2,Loyal
C031516,66,1,3098.0,5,2,2,New or promising
C031847,18,2,3098.0,5,3,2,Loyal
C032966,54,1,3098.0,5,2,2,New or promising
C002581,803,1,3099.0,1,2,2,Lost
C003787,754,1,3099.0,1,2,2,Lost
C004245,738,1,3099.0,1,2,2,Lost
C005011,710,1,3099.0,1,2,2,Lost
C005785,681,1,3099.0,1,2,2,Lost
C006290,669,1,3099.0,1,2,2,Lost
C006723,649,1,3099.0,1,2,2,Lost
C007412,625,1,3099.0,1,2,2,Lost
C007477,627,1,3099.0,1,2,2,Lost
C008139,606,1,3099.0,1,2,2,Lost
C009208,580,2,3099.0,1,3,2,At risk
C009673,545,1,3099.0,2,2,2,Lost
C009894,566,1,3099.0,2,2,2,Lost
C010070,564,1,3099.0,2,2,2,Lost
C012613,487,1,3099.0,2,2,2,Lost
C018835,323,1,3099.0,3,2,2,Needs attention
C020339,290,1,3099.0,3,2,2,Needs attention
C020720,281,1,3099.0,3,2,2,Needs attention
C022225,247,1,3099.0,3,2,2,Needs attention
C022453,165,1,3099.0,4,2,2,New or promising
C022650,238,1,3099.0,3,2,2,Needs attention
C022901,233,1,3099.0,3,2,2,Needs attention
C023319,231,1,3099.0,3,2,2,Needs attention
C023494,229,1,3099.0,3,2,2,Needs attention
C023506,228,1,3099.0,3,2,2,Needs attention
C025126,198,1,3099.0,4,2,2,New or promising
C026669,160,1,3099.0,4,2,2,New or promising
C027972,138,1,3099.0,4,2,2,New or promising
C029560,111,1,3099.0,4,2,2,New or promising
C029922,109,1,3099.0,4,2,2,New or promising
C030560,63,1,3099.0,5,2,2,New or promising
C030759,77,2,3099.0,5,3,2,Loyal
C031165,87,1,3099.0,4,2,2,New or promising
C032610,60,1,3099.0,5,2,2,New or promising
C032694,48,1,3099.0,5,2,2,New or promising
C033842,34,1,3099.0,5,2,2,New or promising
C033936,36,1,3099.0,5,2,2,New or promising
C034472,1,1,3099.0,5,2,2,New or promising
C034678,6,1,3099.0,5,2,2,New or promising
C035474,8,1,3099.0,5,2,2,New or promising
C010080,564,1,3100.0,2,2,2,Lost
C013692,448,1,3101.0,2,2,2,Lost
C024648,210,1,3101.0,4,2,2,New or promising
C029409,112,1,3101.0,4,2,2,New or promising
C029664,112,1,3101.0,4,2,2,New or promising
C034057,31,1,3101.0,5,2,2,New or promising
C012974,464,1,3103.0,2,2,2,Lost
C022571,200,1,3104.0,4,2,2,New or promising
C023373,204,2,3106.0,4,3,2,Loyal
C023043,214,1,3112.0,3,2,2,Needs attention
C029158,57,2,3112.0,5,3,2,Loyal
C009379,578,1,3113.0,2,2,2,Lost
C025119,200,1,3115.0,4,2,2,New or promising
C015530,339,2,3133.0,3,3,2,Loyal
C022608,214,2,3138.0,3,3,2,Loyal
C001941,827,1,3143.0,1,2,2,Lost
C011991,448,2,3143.0,2,3,2,At risk
C013092,467,1,3143.0,2,2,2,Lost
C021062,253,1,3143.0,3,2,2,Needs attention
C000775,879,1,3144.0,1,2,2,Lost
C001272,858,1,3144.0,1,2,2,Lost
C003007,786,1,3144.0,1,2,2,Lost
C003614,578,1,3144.0,1,2,2,Lost
C003691,752,1,3144.0,1,2,2,Lost
C004246,729,1,3144.0,1,2,2,Lost
C004673,723,1,3144.0,1,2,2,Lost
C005154,704,1,3144.0,1,2,2,Lost
C005447,694,1,3144.0,1,2,2,Lost
C005795,682,1,3144.0,1,2,2,Lost
C006037,677,1,3144.0,1,2,2,Lost
C006492,660,1,3144.0,1,2,2,Lost
C007669,620,1,3144.0,1,2,2,Lost
C007783,601,2,3144.0,1,3,2,At risk
C008901,591,1,3144.0,1,2,2,Lost
C009276,578,1,3144.0,2,2,2,Lost
C009336,567,1,3144.0,2,2,2,Lost
C009529,577,1,3144.0,2,2,2,Lost
C010223,560,1,3144.0,2,2,2,Lost
C010419,553,1,3144.0,2,2,2,Lost
C010738,542,1,3144.0,2,2,2,Lost
C010842,540,1,3144.0,2,2,2,Lost
C011386,518,1,3144.0,2,2,2,Lost
C013262,466,1,3144.0,2,2,2,Lost
C016189,389,1,3144.0,2,2,2,Lost
C017306,354,1,3144.0,3,2,2,Needs attention
C018651,328,1,3144.0,3,2,2,Needs attention
C019648,304,1,3144.0,3,2,2,Needs attention
